purchase_id,customer_id,product_id,category,purchased_at,quantity,rating,review,is_holdout
O0301,C0135,P0256,PC_Peripherals,2025-01-31,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 그립감 좋고 손목 피로가 확실히 덜합니다. 무선 이어폰 중에 이 가격대에서 이 정도면 훌륭하죠. 가족한테도 추천했어요.,0
O0302,C0039,P0546,Healthwear,2025-02-01,1,4,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 가족한테도 추천했어요.,0
O0303,C0073,P0578,Healthwear,2025-02-02,1,4,쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 👍,0
O0304,C0130,P0396,PC_Peripherals,2025-02-04,1,5,손땀 때문에 바꿨는데 아주 만족합니다. 2.4GHz 무선 체감이 확실하네요. 😆,0
O0305,C0299,P0296,PC_Peripherals,2025-02-04,1,3,가격 대비 딱 그만큼입니다. 손 큰 편이라 사이즈가 살짝 작게 느껴져요.,0
O0306,C0213,P0345,PC_Peripherals,2025-02-05,1,5,게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 다 쓰면 또 살 것 같아요.,0
O0307,C0274,P0076,Cosmetics,2025-02-05,2,3,택배 박스 안에 완충재가 하나도 없더라고요. 지성 피부라 걱정했는데 트러블은 안 났어요. 딱 그 정도입니다. 향은 호불호 갈릴 것 같아요. 트러블 개선은 아직 잘 모르겠는데 발림성은 좋습니다.,0
O0308,C0079,P0028,Cosmetics,2025-02-06,2,3,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 복합성 피부라 걱정했는데 트러블은 안 났어요. 딱 그 정도입니다. 가격 생각하면 좀 아쉽네요.,1
O0309,C0106,P0167,Cosmetics,2025-02-08,1,5,프로폴리스 들어간 제품 찾고 있었는데 딱이네요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 진정 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 😆,0
O0310,C0139,P0497,Healthwear,2025-02-09,1,2,발볼이 좁아서 새끼발가락이 너무 아픕니다.,0
O0311,C0165,P0504,Healthwear,2025-02-09,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요.,1
O0312,C0080,P0527,Healthwear,2025-02-12,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 가볍고 통기성 좋아서 여름에 신기 좋네요.,0
O0313,C0282,P0200,Cosmetics,2025-02-12,1,4,잘 쓰고 있어요,0
O0314,C0263,P0306,PC_Peripherals,2025-02-13,2,5,무난하게 좋습니다,0
O0315,C0167,P0084,Cosmetics,2025-02-15,1,1,쓰고 나서 오히려 트러블이 올라왔습니다. 포장이 부실해서 아쉬웠습니다. 반품 고민 중입니다.,0
O0316,C0184,P0100,Cosmetics,2025-02-15,1,5,,0
O0317,C0146,P0345,PC_Peripherals,2025-02-16,1,5,그립감 좋고 손목 피로가 확실히 덜합니다.,0
O0318,C0223,P0068,Cosmetics,2025-02-17,2,5,보습 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 장벽손상 때문에 계속 고민이었는데 확실히 나아진 느낌입니다.,0
O0319,C0275,P0482,Healthwear,2025-02-17,1,5,발볼압박 걱정 덜었습니다. 진작 살 걸 그랬어요. 포장 상태 깔끔하게 잘 왔습니다.,0
O0320,C0191,P0345,PC_Peripherals,2025-02-18,1,5,,0
O0321,C0199,P0545,Healthwear,2025-02-18,1,4,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 배송 진짜 빨라요. 쟁여두려고 하나 더 담았습니다. ❤️,1
O0322,C0294,P0024,Cosmetics,2025-02-18,2,1,발림성이 뻑뻑하고 밀려서 못 쓰겠어요. 향이 너무 강해서 쓰기 힘들었습니다. 쓰고 나서 오히려 트러블이 올라왔습니다.,0
O0323,C0085,P0575,Healthwear,2025-02-21,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요.,0
O0324,C0093,P0587,Healthwear,2025-02-23,2,1,뒤꿈치가 까져서 못 신겠어요.,0
O0325,C0118,P0485,Healthwear,2025-02-23,1,4,일상화로 매일 신고 있는데 발이 안 피곤해요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 가족한테도 추천했어요.,0
O0326,C0135,P0038,Cosmetics,2025-02-23,5,5,주문하고 다음날 바로 도착했네요. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 지성 피부인데 자극 없이 잘 맞았어요. EGF 들어간 제품 찾고 있었는데 딱이네요. 재구매 의사 있습니다.,0
O0327,C0071,P0190,Cosmetics,2025-02-24,1,4,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 포장 상태 깔끔하게 잘 왔습니다.,1
O0328,C0004,P0327,PC_Peripherals,2025-02-26,1,4,가성비 좋네요,1
O0329,C0053,P0018,Cosmetics,2025-02-26,1,4,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요.,0
O0330,C0242,P0296,PC_Peripherals,2025-02-26,1,2,두 달 만에 채터링 생겼어요. 반품 고민 중입니다.,0
O0331,C0032,P0345,PC_Peripherals,2025-02-28,1,5,26000DPI 광학센서 체감이 확실하네요. 가벼워서 장시간 써도 부담 없습니다. 반응속도 빠르고 연결도 안정적이에요.,0
O0332,C0037,P0051,Cosmetics,2025-02-28,2,5,민감 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 민감성 피부인데 자극 없이 잘 맞았어요.,0
O0333,C0090,P0345,PC_Peripherals,2025-03-02,1,5,반응속도 빠르고 연결도 안정적이에요. 무게부담 때문에 바꿨는데 아주 만족합니다.,0
O0334,C0162,P0527,Healthwear,2025-03-03,2,5,쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다.,0
O0335,C0294,P0154,Cosmetics,2025-03-04,2,5,배송 빨라요 👍,0
O0336,C0102,P0345,PC_Peripherals,2025-03-06,1,2,실망입니다,0
O0337,C0162,P0230,PC_Peripherals,2025-03-06,1,5,타건소음 때문에 바꿨는데 아주 만족합니다.,0
O0338,C0253,P0346,PC_Peripherals,2025-03-06,1,5,1600DPI 체감이 확실하네요. 가벼워서 장시간 써도 부담 없습니다. 그립감 좋고 손목 피로가 확실히 덜합니다. 가족한테도 추천했어요.,0
O0339,C0049,P0578,Healthwear,2025-03-07,1,5,발땀 걱정 덜었습니다. 진작 살 걸 그랬어요. 일상화로 매일 신고 있는데 발이 안 피곤해요.,0
O0340,C0229,P0095,Cosmetics,2025-03-07,2,5,트러블 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 순하게 잘 맞아서 두 번째 구매입니다. 배송 빠르고 포장도 꼼꼼해서 좋았어요.,0
O0341,C0157,P0548,Healthwear,2025-03-08,1,5,선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 발땀 걱정 덜었습니다. 진작 살 걸 그랬어요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 다음엔 다른 라인도 사보려고요. 👍,0
O0342,C0279,P0230,PC_Peripherals,2025-03-08,1,5,게이밍 키보드 중에 이 가격대에서 이 정도면 훌륭하죠. 포장 상태 깔끔하게 잘 왔습니다. 재구매 의사 있습니다.,0
O0343,C0284,P0306,PC_Peripherals,2025-03-08,1,3,가격 대비 딱 그만큼입니다. 채터링은 좀 나아졌는데 마감이 아쉽습니다. 손 큰 편이라 사이즈가 살짝 작게 느껴져요. 재구매는 안 할 것 같아요.,0
O0344,C0105,P0145,Cosmetics,2025-03-09,2,2,,0
O0345,C0141,P0526,Healthwear,2025-03-11,1,5,배송 진짜 빨라요. 착지충격 걱정 덜었습니다. 진작 살 걸 그랬어요. 😊,0
O0346,C0282,P0580,Healthwear,2025-03-11,1,4,잘 쓰고 있어요,0
O0347,C0252,P0037,Cosmetics,2025-03-12,1,3,가격 생각하면 용량이 살짝 아쉽네요.,0
O0348,C0191,P0097,Cosmetics,2025-03-14,1,4,잘 쓰고 있어요,0
O0349,C0039,P0297,PC_Peripherals,2025-03-15,1,4,,0
O0350,C0073,P0526,Healthwear,2025-03-15,1,3,사이즈가 살짝 크게 나온 것 같아요. 반 사이즈 작게 사세요. 무난한데 이 가격이면 좀 비싼 느낌입니다. 며칠 신으니 괜찮아졌는데 처음엔 뻣뻣했어요. 재구매는 안 할 것 같아요.,0
O0351,C0125,P0106,Cosmetics,2025-03-16,2,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 순하게 잘 맞아서 두 번째 구매입니다. ❣️,0
O0352,C0159,P0382,PC_Peripherals,2025-03-16,1,2,두 달 만에 채터링 생겼어요. 생각보다 무거워서 손목이 더 아파요. 택배 박스 안에 완충재가 하나도 없더라고요.,0
O0353,C0106,P0252,PC_Peripherals,2025-03-17,1,2,가격 대비 마감이 너무 조악합니다. 다음엔 다른 제품 써보려고요.,0
O0354,C0159,P0466,Healthwear,2025-03-17,1,5,라방에서 싸게 사서 더 만족스러워요. 정사이즈로 딱 맞았어요. 칼발이라 신발 고르기 어려웠는데 이건 정말 편해요.,0
O0355,C0012,P0345,PC_Peripherals,2025-03-18,2,5,가벼워서 장시간 써도 부담 없습니다. 게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 주문하고 다음날 바로 도착했네요. ❣️,0
O0356,C0194,P0242,PC_Peripherals,2025-03-21,1,4,블루투스 5.3 체감이 확실하네요.,0
O0357,C0080,P0316,PC_Peripherals,2025-03-22,1,4,무난하게 좋습니다,0
O0358,C0116,P0497,Healthwear,2025-03-23,1,5,런닝화로 매일 신고 있는데 발이 안 피곤해요. 배송 빠르고 포장도 꼼꼼해서 좋았어요.,0
O0359,C0098,P0266,PC_Peripherals,2025-03-24,3,4,만족합니다,0
O0360,C0124,P0425,Healthwear,2025-03-24,1,1,사이즈가 작게 나와서 결국 반품했어요. 반품 고민 중입니다.,0
O0361,C0155,P0558,Healthwear,2025-03-24,1,5,쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 워킹화로 매일 신고 있는데 발이 안 피곤해요. 다 쓰면 또 살 것 같아요.,0
O0362,C0231,P0038,Cosmetics,2025-03-24,3,5,배송 진짜 빨라요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. EGF 들어간 제품 찾고 있었는데 딱이네요.,0
O0363,C0167,P0022,Cosmetics,2025-03-25,3,3,트러블 개선은 아직 잘 모르겠는데 발림성은 좋습니다. 가격 생각하면 용량이 살짝 아쉽네요. 향은 호불호 갈릴 것 같아요.,0
O0364,C0162,P0198,Cosmetics,2025-03-26,2,4,콜라겐 들어간 제품 찾고 있었는데 딱이네요. 가족한테도 추천했어요. 🥰,0
O0365,C0188,P0403,Healthwear,2025-03-27,1,5,라방에서 싸게 사서 더 만족스러워요. 정사이즈로 딱 맞았어요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 다음엔 다른 라인도 사보려고요.,0
O0366,C0047,P0497,Healthwear,2025-03-29,1,5,정사이즈로 딱 맞았어요. 발땀 걱정 덜었습니다. 진작 살 걸 그랬어요. 재구매 의사 있습니다.,0
O0367,C0052,P0037,Cosmetics,2025-03-29,2,5,진정 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 다 쓰면 또 살 것 같아요. 😊,0
O0368,C0073,P0095,Cosmetics,2025-03-29,3,3,배송이 생각보다 오래 걸렸네요. 가격 생각하면 용량이 살짝 아쉽네요.,0
O0369,C0163,P0414,Healthwear,2025-03-29,1,4,굿굿,0
O0370,C0263,P0038,Cosmetics,2025-03-30,3,4,안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요.,0
O0371,C0080,P0296,PC_Peripherals,2025-04-02,1,5,포장 상태 깔끔하게 잘 왔습니다. 그립감 좋고 손목 피로가 확실히 덜합니다. 반응속도 빠르고 연결도 안정적이에요. 사무용 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 재구매 의사 있습니다.,0
O0372,C0125,P0111,Cosmetics,2025-04-03,1,5,칙칙함 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 다음엔 다른 라인도 사보려고요. ❣️,0
O0373,C0169,P0301,PC_Peripherals,2025-04-03,1,4,클릭음이 조용해서 사무실에서 쓰기 딱이에요. 1600DPI 체감이 확실하네요. 쟁여두려고 하나 더 담았습니다. 👍,0
O0374,C0043,P0423,Healthwear,2025-04-04,1,2,돈 아까워요,0
O0375,C0129,P0285,PC_Peripherals,2025-04-06,1,5,그립감 좋고 손목 피로가 확실히 덜합니다.,1
O0376,C0156,P0230,PC_Peripherals,2025-04-06,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 가벼워서 장시간 써도 부담 없습니다. 재구매 의사 있습니다.,0
O0377,C0169,P0296,PC_Peripherals,2025-04-06,1,5,반응속도 빠르고 연결도 안정적이에요. 사무용 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 다 쓰면 또 살 것 같아요.,0
O0378,C0063,P0161,Cosmetics,2025-04-07,1,5,각질 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 주문하고 다음날 바로 도착했네요. 🥰,0
O0379,C0242,P0134,Cosmetics,2025-04-07,3,5,다크서클 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 순하게 잘 맞아서 두 번째 구매입니다. 라방에서 싸게 사서 더 만족스러워요. 가족한테도 추천했어요. 🥰,0
O0380,C0153,P0037,Cosmetics,2025-04-08,1,4,배송 빨라요 👍,1
O0381,C0242,P0038,Cosmetics,2025-04-08,2,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요.,0
O0382,C0164,P0053,Cosmetics,2025-04-09,5,3,주름 개선은 아직 잘 모르겠는데 발림성은 좋습니다. 다음엔 다른 제품 써보려고요.,0
O0383,C0239,P0169,Cosmetics,2025-04-09,2,4,순하게 잘 맞아서 두 번째 구매입니다. 나이아신아마이드 들어간 제품 찾고 있었는데 딱이네요. 선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요.,0
O0384,C0242,P0038,Cosmetics,2025-04-09,1,5,배송 빨라요 👍,0
O0385,C0074,P0508,Healthwear,2025-04-10,1,5,무릎충격 걱정 덜었습니다. 진작 살 걸 그랬어요. 선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 재구매 의사 있습니다.,1
O0386,C0190,P0050,Cosmetics,2025-04-10,1,5,복합성 피부인데 자극 없이 잘 맞았어요. 칙칙함 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 순하게 잘 맞아서 두 번째 구매입니다.,0
O0387,C0061,P0230,PC_Peripherals,2025-04-11,1,4,배송 빨라요 👍,1
O0388,C0258,P0261,PC_Peripherals,2025-04-11,1,4,반응속도 빠르고 연결도 안정적이에요. 재구매 의사 있습니다.,0
O0389,C0030,P0145,Cosmetics,2025-04-12,3,5,,1
O0390,C0051,P0038,Cosmetics,2025-04-12,2,5,안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 다음엔 다른 라인도 사보려고요.,0
O0391,C0179,P0345,PC_Peripherals,2025-04-14,1,4,포장 상태 깔끔하게 잘 왔습니다. 반응속도 빠르고 연결도 안정적이에요. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 🙂,0
O0392,C0016,P0080,Cosmetics,2025-04-15,2,4,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 재구매 의사 있습니다.,0
O0393,C0230,P0266,PC_Peripherals,2025-04-17,1,5,좋아요,0
O0394,C0242,P0599,Healthwear,2025-04-18,1,5,추천합니다,0
O0395,C0294,P0180,Cosmetics,2025-04-18,3,2,지성 피부에는 좀 자극이 있었어요. 칙칙함에는 전혀 변화가 없네요.,0
O0396,C0008,P0482,Healthwear,2025-04-19,1,3,박스가 찌그러진 채로 도착해서 좀 당황했어요. 사이즈가 살짝 크게 나온 것 같아요. 반 사이즈 작게 사세요. 재구매는 안 할 것 같아요.,1
O0397,C0009,P0230,PC_Peripherals,2025-04-19,2,5,무선 3모드 체감이 확실하네요. 재구매 의사 있습니다.,0
O0398,C0229,P0261,PC_Peripherals,2025-04-20,2,4,잘 쓰고 있어요,0
O0399,C0263,P0163,Cosmetics,2025-04-21,1,5,건성 피부인데 자극 없이 잘 맞았어요. 미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 가족한테도 추천했어요.,0
O0400,C0182,P0230,PC_Peripherals,2025-04-22,1,3,보통이에요,0
O0401,C0237,P0474,Healthwear,2025-04-22,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 배송 진짜 빨라요. 다음엔 다른 라인도 사보려고요.,0
O0402,C0225,P0591,Healthwear,2025-04-23,1,2,발볼이 좁아서 새끼발가락이 너무 아픕니다. 발볼압박 때문에 샀는데 오히려 더 심해졌습니다. 박스가 찌그러진 채로 도착해서 좀 당황했어요.,0
O0403,C0260,P0015,Cosmetics,2025-04-25,2,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 쟁여두려고 하나 더 담았습니다.,0
O0404,C0057,P0202,PC_Peripherals,2025-04-26,1,4,라방에서 싸게 사서 더 만족스러워요. 그립감 좋고 손목 피로가 확실히 덜합니다. 🙂,0
O0405,C0205,P0565,Healthwear,2025-04-27,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요.,1
O0406,C0075,P0096,Cosmetics,2025-04-28,3,4,가성비 좋네요,0
O0407,C0092,P0038,Cosmetics,2025-04-29,2,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 가족한테도 추천했어요.,0
O0408,C0150,P0408,Healthwear,2025-04-29,1,2,사이즈가 작게 나와서 결국 반품했어요.,0
O0409,C0054,P0504,Healthwear,2025-04-30,1,3,무난한데 이 가격이면 좀 비싼 느낌입니다. 박스가 찌그러진 채로 도착해서 좀 당황했어요.,0
O0410,C0282,P0345,PC_Peripherals,2025-04-30,1,5,반응속도 빠르고 연결도 안정적이에요. 게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠.,0
O0411,C0163,P0472,Healthwear,2025-05-01,1,5,정사이즈로 딱 맞았어요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 가볍고 통기성 좋아서 여름에 신기 좋네요. 👍🏻,0
O0412,C0260,P0502,Healthwear,2025-05-02,1,5,,0
O0413,C0169,P0396,PC_Peripherals,2025-05-03,2,2,생각보다 무거워서 손목이 더 아파요. 가격 대비 마감이 너무 조악합니다.,1
O0414,C0171,P0430,Healthwear,2025-05-03,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요.,0
O0415,C0284,P0032,Cosmetics,2025-05-03,1,2,돈 아까워요,0
O0416,C0238,P0552,Healthwear,2025-05-04,1,1,별로예요,0
O0417,C0242,P0048,Cosmetics,2025-05-04,2,4,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 라방에서 싸게 사서 더 만족스러워요. 쟁여두려고 하나 더 담았습니다.,0
O0418,C0179,P0229,PC_Peripherals,2025-05-06,2,4,핫스왑 소켓 체감이 확실하네요. 게이밍 키보드 중에 이 가격대에서 이 정도면 훌륭하죠. 내구성 때문에 바꿨는데 아주 만족합니다. 재구매 의사 있습니다.,0
O0419,C0006,P0430,Healthwear,2025-05-07,2,3,실물이 사진보다 좀 투박해요. 착화감은 괜찮은데 미끄럼은 그대로예요. 사이즈가 살짝 크게 나온 것 같아요. 반 사이즈 작게 사세요. 택배 박스 안에 완충재가 하나도 없더라고요.,0
O0420,C0167,P0086,Cosmetics,2025-05-07,1,5,순하게 잘 맞아서 두 번째 구매입니다. 진정 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 배송 빠르고 포장도 꼼꼼해서 좋았어요. 재구매 의사 있습니다. 🙂,0
O0421,C0063,P0551,Healthwear,2025-05-08,1,3,실물이 사진보다 좀 투박해요. 무난한데 이 가격이면 좀 비싼 느낌입니다. 착화감은 괜찮은데 뒤꿈치까짐은 그대로예요. 가격 생각하면 좀 아쉽네요.,0
O0422,C0109,P0472,Healthwear,2025-05-08,1,5,발볼넓음이라 신발 고르기 어려웠는데 이건 정말 편해요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다.,0
O0423,C0110,P0126,Cosmetics,2025-05-08,2,3,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 홍조 개선은 아직 잘 모르겠는데 발림성은 좋습니다.,0
O0424,C0137,P0412,Healthwear,2025-05-08,1,5,추천합니다,0
O0425,C0284,P0134,Cosmetics,2025-05-08,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 쟁여두려고 하나 더 담았습니다.,0
O0426,C0080,P0186,Cosmetics,2025-05-09,1,3,향은 호불호 갈릴 것 같아요. 포장이 부실해서 아쉬웠습니다. 다음엔 다른 제품 써보려고요.,0
O0427,C0179,P0291,PC_Peripherals,2025-05-10,1,4,굿굿,0
O0428,C0207,P0387,PC_Peripherals,2025-05-10,1,4,그립감 좋고 손목 피로가 확실히 덜합니다. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 반응속도 빠르고 연결도 안정적이에요.,1
O0429,C0011,P0011,Cosmetics,2025-05-12,1,2,쓰고 나서 오히려 트러블이 올라왔습니다. 발림성이 뻑뻑하고 밀려서 못 쓰겠어요.,0
O0430,C0223,P0009,Cosmetics,2025-05-12,3,5,무난하게 좋습니다,0
O0431,C0193,P0292,PC_Peripherals,2025-05-13,2,5,가벼워서 장시간 써도 부담 없습니다. 배송 진짜 빨라요.,0
O0432,C0109,P0345,PC_Peripherals,2025-05-16,1,3,손땀은 좀 나아졌는데 마감이 아쉽습니다. 손 큰 편이라 사이즈가 살짝 작게 느껴져요. 재구매는 안 할 것 같아요.,0
O0433,C0231,P0452,Healthwear,2025-05-16,1,5,배송 진짜 빨라요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 워킹화로 매일 신고 있는데 발이 안 피곤해요. 다 쓰면 또 살 것 같아요.,0
O0434,C0073,P0068,Cosmetics,2025-05-17,1,4,판테놀 들어간 제품 찾고 있었는데 딱이네요. 😆,0
O0435,C0100,P0592,Healthwear,2025-05-17,1,5,배송 빨라요 👍,0
O0436,C0182,P0345,PC_Peripherals,2025-05-17,3,4,26000DPI 광학센서 체감이 확실하네요.,0
O0437,C0109,P0403,Healthwear,2025-05-18,1,5,가성비 좋네요,0
O0438,C0137,P0463,Healthwear,2025-05-19,1,4,굿굿,0
O0439,C0266,P0495,Healthwear,2025-05-19,1,2,쿠션이 두 달 만에 꺼졌네요. 미끄럼 때문에 샀는데 오히려 더 심해졌습니다. 뒤꿈치가 까져서 못 신겠어요.,0
O0440,C0010,P0246,PC_Peripherals,2025-05-20,1,5,주문하고 다음날 바로 도착했네요. 가벼워서 장시간 써도 부담 없습니다. 재구매 의사 있습니다.,0
O0441,C0077,P0423,Healthwear,2025-05-20,1,5,평발이라 신발 고르기 어려웠는데 이건 정말 편해요. 라방에서 싸게 사서 더 만족스러워요. 😆,1
O0442,C0263,P0100,Cosmetics,2025-05-20,1,4,굿굿,0
O0443,C0294,P0070,Cosmetics,2025-05-20,3,5,선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 순하게 잘 맞아서 두 번째 구매입니다. 안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 가족한테도 추천했어요. 😊,0
O0444,C0191,P0515,Healthwear,2025-05-21,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 정사이즈로 딱 맞았어요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 다 쓰면 또 살 것 같아요.,0
O0445,C0051,P0038,Cosmetics,2025-05-23,2,4,선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 세라마이드 들어간 제품 찾고 있었는데 딱이네요. 다크서클 때문에 계속 고민이었는데 확실히 나아진 느낌입니다.,0
O0446,C0257,P0399,PC_Peripherals,2025-05-24,1,5,배송 진짜 빨라요. 그립감 좋고 손목 피로가 확실히 덜합니다. 게이밍 키보드 중에 이 가격대에서 이 정도면 훌륭하죠.,0
O0447,C0280,P0558,Healthwear,2025-05-24,1,5,워킹화로 매일 신고 있는데 발이 안 피곤해요. 재구매 의사 있습니다.,0
O0448,C0135,P0038,Cosmetics,2025-05-25,3,3,지성 피부라 걱정했는데 트러블은 안 났어요. 딱 그 정도입니다. 가격 생각하면 용량이 살짝 아쉽네요. 박스가 찌그러진 채로 도착해서 좀 당황했어요.,0
O0449,C0011,P0069,Cosmetics,2025-05-26,2,1,다시는 안 살 듯,0
O0450,C0100,P0452,Healthwear,2025-05-26,2,5,좋아요,0
O0451,C0128,P0280,PC_Peripherals,2025-05-27,1,3,가격 대비 아쉬움,0
O0452,C0295,P0074,Cosmetics,2025-05-27,5,4,지성 피부인데 자극 없이 잘 맞았어요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 👍🏻,0
O0453,C0041,P0555,Healthwear,2025-05-28,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요.,0
O0454,C0191,P0128,Cosmetics,2025-05-28,2,3,기미 개선은 아직 잘 모르겠는데 발림성은 좋습니다.,0
O0455,C0041,P0403,Healthwear,2025-05-30,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 가볍고 통기성 좋아서 여름에 신기 좋네요. 쟁여두려고 하나 더 담았습니다.,0
O0456,C0132,P0345,PC_Peripherals,2025-05-30,2,5,클릭음이 조용해서 사무실에서 쓰기 딱이에요. 배송 진짜 빨라요.,0
O0457,C0051,P0182,Cosmetics,2025-05-31,2,1,발림성이 뻑뻑하고 밀려서 못 쓰겠어요. 모공에는 전혀 변화가 없네요. 지성 피부에는 좀 자극이 있었어요.,0
O0458,C0193,P0345,PC_Peripherals,2025-05-31,1,5,손땀 때문에 바꿨는데 아주 만족합니다. 가벼워서 장시간 써도 부담 없습니다. 가족한테도 추천했어요.,0
O0459,C0258,P0132,Cosmetics,2025-06-01,1,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 복합성 피부인데 자극 없이 잘 맞았어요. 쟁여두려고 하나 더 담았습니다.,1
O0460,C0179,P0038,Cosmetics,2025-06-02,2,2,민감성 피부에는 좀 자극이 있었어요. 발림성이 뻑뻑하고 밀려서 못 쓰겠어요. 재구매는 안 할 것 같아요.,0
O0461,C0251,P0374,PC_Peripherals,2025-06-03,1,5,채터링 때문에 바꿨는데 아주 만족합니다. 가벼워서 장시간 써도 부담 없습니다.,0
O0462,C0106,P0038,Cosmetics,2025-06-04,2,5,다크서클 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 가족한테도 추천했어요.,1
O0463,C0111,P0306,PC_Peripherals,2025-06-04,1,5,내구성 때문에 바꿨는데 아주 만족합니다. 게이밍 키보드 중에 이 가격대에서 이 정도면 훌륭하죠. 다음엔 다른 라인도 사보려고요.,0
O0464,C0025,P0066,Cosmetics,2025-06-05,1,2,발림성이 뻑뻑하고 밀려서 못 쓰겠어요.,0
O0465,C0096,P0474,Healthwear,2025-06-05,1,2,뒤꿈치가 까져서 못 신겠어요. 가격 생각하면 좀 아쉽네요.,0
O0466,C0260,P0523,Healthwear,2025-06-05,1,5,배송 진짜 빨라요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 다 쓰면 또 살 것 같아요. 👍🏻,0
O0467,C0164,P0015,Cosmetics,2025-06-06,1,3,잡티 개선은 아직 잘 모르겠는데 발림성은 좋습니다. 가격 생각하면 용량이 살짝 아쉽네요. 무난하게 쓰기 좋은데 드라마틱한 변화는 없어요.,0
