product_id,category,sub_category,brand,product_name,price,weight_g,size_range,target_foot_type,materials,concerns,tags,description
P0494,Healthwear,일상화,런웨이브,런웨이브 플라이10 일상화,135900,357,240-300,공용,러버 아웃솔|메모리폼 인솔,발땀,안정화|장거리,데일리부터 장거리까지 커버하는 일상화. 러버 아웃솔 조합으로 안정적인 착화감을 제공합니다.
P0495,Healthwear,농구화,아치핏,아치핏 스텝9 농구화,239900,366,240-300,칼발,헤링본 아웃솔|합성피혁|TPU 힐카운터,미끄럼|착지충격|발목불안,충격흡수|데일리|쿠션강화|경량,칼발 발에 맞춘 라스트를 적용한 농구화. 헤링본 아웃솔이 미끄럼 부담을 덜어줍니다.
P0496,Healthwear,런닝화,코트마스터,코트마스터 스텝5 런닝화,101900,269,240-300,공용,카본 플레이트|젤 쿠션,발땀|뒤꿈치까짐|무릎충격,장거리|안정화|발목보호,모든 발에 맞춘 라스트를 적용한 런닝화. 카본 플레이트가 발땀 부담을 덜어줍니다.
P0497,Healthwear,런닝화,솔라인,솔라인 코어11 런닝화,254900,220,235-295,공용,엔지니어드 메쉬|카본 플레이트|젤 쿠션|니트 어퍼,아치통증|무릎충격|발땀,논슬립|쿠션강화,모든 발에 맞춘 라스트를 적용한 런닝화. 엔지니어드 메쉬가 아치통증 부담을 덜어줍니다.
P0498,Healthwear,워킹화,그라운드핏,그라운드핏 플라이10 워킹화,84900,265,240-300,발볼넓음,EVA 미드솔|논슬립 아웃솔|메쉬|고어텍스,미끄럼,충격흡수|데일리|장거리|경량|와이드라스트,"한 짝 265g의 워킹화, EVA 미드솔 채용으로 미끄럼을 개선했습니다."
P0499,Healthwear,런닝화,에어트랙,에어트랙 플라이8 런닝화,112900,267,225-280,평발,카본 플레이트|러버 아웃솔|EVA 미드솔|엔지니어드 메쉬,족저근막염,방수|아치서포트|발목보호,족저근막염 때문에 신발 고르기 어려웠다면 카본 플레이트 런닝화를 추천합니다.
P0500,Healthwear,농구화,데일리솔,데일리솔 아치10 농구화,133900,334,220-275,발볼넓음,TPU 힐카운터|젤 쿠션|에어 쿠션,착지충격|미끄럼|발목불안,발목보호|장거리|통기성|경량|와이드라스트,착지충격 때문에 신발 고르기 어려웠다면 TPU 힐카운터 농구화를 추천합니다.
P0501,Healthwear,런닝화,에어트랙,에어트랙 스텝11 런닝화,152900,284,230-290,평발,러버 아웃솔|니트 어퍼|카본 플레이트|젤 쿠션,아치통증,장거리|데일리|통기성,러버 아웃솔 구조로 아치통증을 잡아주는 런닝화입니다. 230-290mm 사이즈 운영.
P0502,Healthwear,농구화,솔라인,솔라인 코어8 농구화,264900,332,225-280,공용,헤링본 아웃솔|합성피혁|TPU 힐카운터,착지충격|미끄럼|발목불안,데일리|논슬립|장거리|경량,착지충격 때문에 신발 고르기 어려웠다면 헤링본 아웃솔 농구화를 추천합니다.
P0503,Healthwear,런닝화,스텝코어,스텝코어 웨이브6 런닝화,85900,250,240-300,발볼넓음,엔지니어드 메쉬|니트 어퍼,뒤꿈치까짐,쿠션강화|장거리|통기성|와이드라스트,엔지니어드 메쉬 구조로 뒤꿈치까짐을 잡아주는 런닝화입니다. 240-300mm 사이즈 운영.
P0504,Healthwear,워킹화,솔라인,솔라인 스텝1 워킹화,89900,299,240-300,공용,고어텍스|EVA 미드솔,아치통증,장거리|통기성|데일리,"한 짝 299g의 워킹화, 고어텍스 채용으로 아치통증을 개선했습니다."
P0505,Healthwear,런닝화,그라운드핏,그라운드핏 플라이4 런닝화,120900,237,220-275,공용,EVA 미드솔|젤 쿠션,무릎충격,데일리|쿠션강화,"한 짝 237g의 런닝화, EVA 미드솔 채용으로 무릎충격을 개선했습니다."
P0506,Healthwear,런닝화,포어풋,포어풋 스텝12 런닝화,198900,181,240-300,발볼넓음,니트 어퍼|엔지니어드 메쉬,족저근막염|뒤꿈치까짐,장거리|논슬립|경량|와이드라스트,데일리부터 장거리까지 커버하는 런닝화. 니트 어퍼 조합으로 안정적인 착화감을 제공합니다.
P0507,Healthwear,런닝화,런웨이브,런웨이브 플라이1 런닝화,82900,183,235-295,발볼넓음,엔지니어드 메쉬|러버 아웃솔,뒤꿈치까짐|무릎충격|아치통증,장거리|방수|경량|와이드라스트,뒤꿈치까짐 때문에 신발 고르기 어려웠다면 엔지니어드 메쉬 런닝화를 추천합니다.
P0508,Healthwear,런닝화,데일리솔,데일리솔 플라이11 런닝화,268900,271,220-275,평발,카본 플레이트|젤 쿠션|러버 아웃솔|엔지니어드 메쉬,무릎충격|족저근막염,논슬립|아치서포트,무릎충격 때문에 신발 고르기 어려웠다면 카본 플레이트 런닝화를 추천합니다.
P0509,Healthwear,워킹화,솔라인,솔라인 플라이6 워킹화,71900,260,220-275,발볼넓음,고어텍스|메모리폼 인솔,발볼압박,발목보호|쿠션강화|충격흡수|경량|와이드라스트,"한 짝 260g의 워킹화, 고어텍스 채용으로 발볼압박을 개선했습니다."
P0510,Healthwear,일상화,아치핏,아치핏 웨이브3 일상화,58900,331,240-300,발볼넓음,메모리폼 인솔|천연가죽|인조가죽,장시간보행 피로,쿠션강화|아치서포트|와이드라스트,메모리폼 인솔 구조로 장시간보행 피로를 잡아주는 일상화입니다. 240-300mm 사이즈 운영.
P0511,Healthwear,런닝화,제로드롭,제로드롭 코어12 런닝화,248900,212,225-280,발볼넓음,니트 어퍼|젤 쿠션,발땀|아치통증|뒤꿈치까짐,장거리|아치서포트|경량|와이드라스트,발땀 때문에 신발 고르기 어려웠다면 니트 어퍼 런닝화를 추천합니다.
P0512,Healthwear,일상화,그라운드핏,그라운드핏 아치9 일상화,123900,261,235-295,발볼넓음,캔버스|스웨이드|메모리폼 인솔,장시간보행 피로|발땀,데일리|충격흡수|장거리|경량|와이드라스트,"한 짝 261g의 일상화, 캔버스 채용으로 장시간보행 피로를 개선했습니다."
P0513,Healthwear,워킹화,포어풋,포어풋 스텝3 워킹화,87900,256,240-300,평발,EVA 미드솔|고어텍스,장시간보행 피로,장거리|충격흡수|통기성|경량,데일리부터 장거리까지 커버하는 워킹화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
P0514,Healthwear,워킹화,코트마스터,코트마스터 스텝11 워킹화,100900,255,220-275,평발,EVA 미드솔|논슬립 아웃솔,발볼압박,쿠션강화|발목보호|데일리|경량,데일리부터 장거리까지 커버하는 워킹화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
P0515,Healthwear,농구화,데일리솔,데일리솔 트랙10 농구화,124900,342,235-295,발볼넓음,TPU 힐카운터|젤 쿠션|에어 쿠션|미드컷 어퍼,미끄럼|무게,쿠션강화|충격흡수|안정화|경량|와이드라스트,TPU 힐카운터 구조로 미끄럼을 잡아주는 농구화입니다. 235-295mm 사이즈 운영.
P0516,Healthwear,농구화,에어트랙,에어트랙 아치6 농구화,234900,375,220-275,공용,에어 쿠션|헤링본 아웃솔|합성피혁,미끄럼|무게,충격흡수|통기성|경량,"한 짝 375g의 농구화, 에어 쿠션 채용으로 미끄럼을 개선했습니다."
P0517,Healthwear,워킹화,아치핏,아치핏 아치4 워킹화,176900,328,225-280,발볼넓음,EVA 미드솔|니트 어퍼|메모리폼 인솔|메쉬,장시간보행 피로,충격흡수|쿠션강화|와이드라스트,데일리부터 장거리까지 커버하는 워킹화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
P0518,Healthwear,런닝화,그라운드핏,그라운드핏 트랙8 런닝화,198900,251,230-290,공용,카본 플레이트|엔지니어드 메쉬|젤 쿠션,족저근막염|뒤꿈치까짐|발땀,쿠션강화|논슬립,"한 짝 251g의 런닝화, 카본 플레이트 채용으로 족저근막염을 개선했습니다."
P0519,Healthwear,런닝화,포어풋,포어풋 트랙2 런닝화,161900,277,220-275,공용,니트 어퍼|카본 플레이트|러버 아웃솔|젤 쿠션,뒤꿈치까짐|아치통증,장거리|아치서포트|논슬립,뒤꿈치까짐 때문에 신발 고르기 어려웠다면 니트 어퍼 런닝화를 추천합니다.
P0520,Healthwear,농구화,그라운드핏,그라운드핏 웨이브5 농구화,283900,453,230-290,발볼넓음,TPU 힐카운터|에어 쿠션|젤 쿠션,착지충격|미끄럼,데일리|안정화|와이드라스트,"한 짝 453g의 농구화, TPU 힐카운터 채용으로 착지충격을 개선했습니다."
P0521,Healthwear,일상화,제로드롭,제로드롭 아치9 일상화,55900,334,220-275,칼발,천연가죽|스웨이드|인조가죽,발볼압박|장시간보행 피로,아치서포트|논슬립|통기성,칼발 발에 맞춘 라스트를 적용한 일상화. 천연가죽이 발볼압박 부담을 덜어줍니다.
P0522,Healthwear,농구화,코트마스터,코트마스터 트랙2 농구화,188900,397,225-280,발볼넓음,에어 쿠션|젤 쿠션,무게,쿠션강화|장거리|충격흡수|와이드라스트,무게 때문에 신발 고르기 어려웠다면 에어 쿠션 농구화를 추천합니다.
P0523,Healthwear,워킹화,제로드롭,제로드롭 웨이브6 워킹화,92900,312,225-280,공용,니트 어퍼|EVA 미드솔|메쉬,발볼압박|아치통증|미끄럼,논슬립|방수|안정화,모든 발에 맞춘 라스트를 적용한 워킹화. 니트 어퍼가 발볼압박 부담을 덜어줍니다.
P0524,Healthwear,일상화,아치핏,아치핏 코어8 일상화,51900,368,220-275,평발,러버 아웃솔|인조가죽|메모리폼 인솔,발땀|뒤꿈치까짐|장시간보행 피로,충격흡수|방수|아치서포트,평발 발에 맞춘 라스트를 적용한 일상화. 러버 아웃솔이 발땀 부담을 덜어줍니다.
P0525,Healthwear,런닝화,솔라인,솔라인 트랙5 런닝화,210900,246,230-290,평발,젤 쿠션|EVA 미드솔|러버 아웃솔|엔지니어드 메쉬,발땀|뒤꿈치까짐,방수|안정화|장거리,발땀 때문에 신발 고르기 어려웠다면 젤 쿠션 런닝화를 추천합니다.
P0526,Healthwear,농구화,스텝코어,스텝코어 아치10 농구화,200900,442,230-290,발볼넓음,미드컷 어퍼|에어 쿠션|합성피혁,착지충격|발목불안|무게,데일리|방수|와이드라스트,데일리부터 장거리까지 커버하는 농구화. 미드컷 어퍼 조합으로 안정적인 착화감을 제공합니다.
P0527,Healthwear,런닝화,데일리솔,데일리솔 아치11 런닝화,195900,201,230-290,발볼넓음,니트 어퍼|카본 플레이트|젤 쿠션|EVA 미드솔,뒤꿈치까짐|발땀,논슬립|쿠션강화|경량|와이드라스트,니트 어퍼 구조로 뒤꿈치까짐을 잡아주는 런닝화입니다. 230-290mm 사이즈 운영.
P0528,Healthwear,런닝화,런웨이브,런웨이브 아치5 런닝화,223900,231,240-300,공용,러버 아웃솔|카본 플레이트|엔지니어드 메쉬|니트 어퍼,아치통증|뒤꿈치까짐,안정화|논슬립,러버 아웃솔 구조로 아치통증을 잡아주는 런닝화입니다. 240-300mm 사이즈 운영.
P0529,Healthwear,런닝화,코트마스터,코트마스터 스텝12 런닝화,150900,271,235-295,발볼넓음,EVA 미드솔|니트 어퍼|엔지니어드 메쉬|카본 플레이트,무릎충격|뒤꿈치까짐|아치통증,데일리|아치서포트|와이드라스트,EVA 미드솔 구조로 무릎충격을 잡아주는 런닝화입니다. 235-295mm 사이즈 운영.
P0530,Healthwear,농구화,제로드롭,제로드롭 아치10 농구화,232900,448,240-300,칼발,합성피혁|에어 쿠션|TPU 힐카운터,미끄럼|무게,쿠션강화|안정화,미끄럼 때문에 신발 고르기 어려웠다면 합성피혁 농구화를 추천합니다.
P0531,Healthwear,일상화,코트마스터,코트마스터 스텝6 일상화,161900,360,235-295,발볼넓음,인조가죽|스웨이드|캔버스,발땀,발목보호|아치서포트|충격흡수|와이드라스트,"한 짝 360g의 일상화, 인조가죽 채용으로 발땀을 개선했습니다."
P0532,Healthwear,일상화,코트마스터,코트마스터 웨이브9 일상화,123900,324,240-300,발볼넓음,스웨이드|메모리폼 인솔|인조가죽,발땀|뒤꿈치까짐|장시간보행 피로,안정화|데일리|장거리|와이드라스트,발땀 때문에 신발 고르기 어려웠다면 스웨이드 일상화를 추천합니다.
P0533,Healthwear,농구화,스텝코어,스텝코어 스텝1 농구화,131900,399,225-280,평발,젤 쿠션|미드컷 어퍼,무게|미끄럼|발목불안,데일리|통기성|안정화,평발 발에 맞춘 라스트를 적용한 농구화. 젤 쿠션이 무게 부담을 덜어줍니다.
P0534,Healthwear,런닝화,제로드롭,제로드롭 코어1 런닝화,260900,195,230-290,평발,젤 쿠션|니트 어퍼|러버 아웃솔,뒤꿈치까짐|아치통증|발땀,안정화|아치서포트|충격흡수|경량,데일리부터 장거리까지 커버하는 런닝화. 젤 쿠션 조합으로 안정적인 착화감을 제공합니다.
P0535,Healthwear,런닝화,포어풋,포어풋 아치10 런닝화,232900,256,235-295,공용,엔지니어드 메쉬|카본 플레이트|러버 아웃솔,아치통증|족저근막염,논슬립|충격흡수|장거리,엔지니어드 메쉬 구조로 아치통증을 잡아주는 런닝화입니다. 235-295mm 사이즈 운영.
P0536,Healthwear,농구화,코트마스터,코트마스터 스텝6 농구화,206900,349,235-295,발볼넓음,TPU 힐카운터|에어 쿠션,무게|미끄럼,아치서포트|데일리|경량|와이드라스트,무게 때문에 신발 고르기 어려웠다면 TPU 힐카운터 농구화를 추천합니다.
P0537,Healthwear,워킹화,솔라인,솔라인 아치6 워킹화,87900,267,230-290,공용,니트 어퍼|고어텍스|메쉬,아치통증,쿠션강화|통기성|안정화|경량,니트 어퍼 구조로 아치통증을 잡아주는 워킹화입니다. 230-290mm 사이즈 운영.
P0538,Healthwear,농구화,에어트랙,에어트랙 아치6 농구화,190900,338,225-280,칼발,합성피혁|TPU 힐카운터,착지충격|미끄럼|무게,안정화|통기성|데일리|경량,합성피혁 구조로 착지충격을 잡아주는 농구화입니다. 225-280mm 사이즈 운영.
P0539,Healthwear,워킹화,포어풋,포어풋 웨이브6 워킹화,126900,288,240-300,공용,니트 어퍼|고어텍스|메모리폼 인솔|논슬립 아웃솔,발볼압박,통기성|쿠션강화|발목보호,"한 짝 288g의 워킹화, 니트 어퍼 채용으로 발볼압박을 개선했습니다."
P0540,Healthwear,농구화,코트마스터,코트마스터 트랙6 농구화,248900,353,225-280,발볼넓음,TPU 힐카운터|미드컷 어퍼,발목불안|무게,방수|통기성|아치서포트|경량|와이드라스트,발볼넓음 발에 맞춘 라스트를 적용한 농구화. TPU 힐카운터가 발목불안 부담을 덜어줍니다.
P0541,Healthwear,농구화,런웨이브,런웨이브 웨이브1 농구화,244900,388,220-275,공용,TPU 힐카운터|에어 쿠션|미드컷 어퍼|합성피혁,미끄럼|발목불안|착지충격,논슬립|방수|충격흡수,"한 짝 388g의 농구화, TPU 힐카운터 채용으로 미끄럼을 개선했습니다."
P0542,Healthwear,워킹화,그라운드핏,그라운드핏 코어6 워킹화,100900,241,230-290,평발,EVA 미드솔|고어텍스|메모리폼 인솔,미끄럼|발볼압박,아치서포트|방수|통기성|경량,데일리부터 장거리까지 커버하는 워킹화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
P0543,Healthwear,워킹화,포어풋,포어풋 트랙11 워킹화,75900,259,235-295,평발,논슬립 아웃솔|EVA 미드솔|메모리폼 인솔,장시간보행 피로,방수|장거리|충격흡수|경량,평발 발에 맞춘 라스트를 적용한 워킹화. 논슬립 아웃솔이 장시간보행 피로 부담을 덜어줍니다.
P0544,Healthwear,농구화,솔라인,솔라인 스텝5 농구화,109900,428,225-280,평발,헤링본 아웃솔|에어 쿠션|TPU 힐카운터|합성피혁,미끄럼|발목불안|착지충격,논슬립|충격흡수,데일리부터 장거리까지 커버하는 농구화. 헤링본 아웃솔 조합으로 안정적인 착화감을 제공합니다.
P0545,Healthwear,워킹화,솔라인,솔라인 스텝8 워킹화,89900,274,240-300,공용,메쉬|EVA 미드솔,아치통증|미끄럼|발볼압박,쿠션강화|장거리|경량,"한 짝 274g의 워킹화, 메쉬 채용으로 아치통증을 개선했습니다."
P0546,Healthwear,런닝화,아치핏,아치핏 아치9 런닝화,79900,221,230-290,발볼넓음,EVA 미드솔|젤 쿠션|니트 어퍼,아치통증,데일리|논슬립|와이드라스트,데일리부터 장거리까지 커버하는 런닝화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
P0547,Healthwear,런닝화,에어트랙,에어트랙 플라이6 런닝화,112900,201,220-275,발볼넓음,엔지니어드 메쉬|니트 어퍼,족저근막염|아치통증|뒤꿈치까짐,통기성|데일리|충격흡수|경량|와이드라스트,발볼넓음 발에 맞춘 라스트를 적용한 런닝화. 엔지니어드 메쉬가 족저근막염 부담을 덜어줍니다.
P0548,Healthwear,런닝화,에어트랙,에어트랙 플라이5 런닝화,224900,232,230-290,공용,젤 쿠션|카본 플레이트|니트 어퍼|러버 아웃솔,발땀|뒤꿈치까짐|무릎충격,안정화|데일리,젤 쿠션 구조로 발땀을 잡아주는 런닝화입니다. 230-290mm 사이즈 운영.
P0549,Healthwear,런닝화,아치핏,아치핏 스텝1 런닝화,208900,259,240-300,발볼넓음,카본 플레이트|니트 어퍼|젤 쿠션|EVA 미드솔,뒤꿈치까짐|발땀,데일리|아치서포트|충격흡수|와이드라스트,발볼넓음 발에 맞춘 라스트를 적용한 런닝화. 카본 플레이트가 뒤꿈치까짐 부담을 덜어줍니다.
P0550,Healthwear,워킹화,제로드롭,제로드롭 코어9 워킹화,160900,301,240-300,평발,메쉬|고어텍스|EVA 미드솔|논슬립 아웃솔,미끄럼|아치통증|장시간보행 피로,논슬립|데일리|안정화,데일리부터 장거리까지 커버하는 워킹화. 메쉬 조합으로 안정적인 착화감을 제공합니다.
P0551,Healthwear,런닝화,아치핏,아치핏 웨이브1 런닝화,111900,184,225-280,칼발,니트 어퍼|카본 플레이트,뒤꿈치까짐,방수|안정화|경량,뒤꿈치까짐 때문에 신발 고르기 어려웠다면 니트 어퍼 런닝화를 추천합니다.
P0552,Healthwear,런닝화,아치핏,아치핏 코어8 런닝화,149900,183,230-290,공용,엔지니어드 메쉬|젤 쿠션,뒤꿈치까짐,방수|데일리|경량,"한 짝 183g의 런닝화, 엔지니어드 메쉬 채용으로 뒤꿈치까짐을 개선했습니다."
P0553,Healthwear,런닝화,런웨이브,런웨이브 아치5 런닝화,106900,201,230-290,공용,러버 아웃솔|EVA 미드솔|엔지니어드 메쉬,아치통증|발땀|족저근막염,발목보호|아치서포트|논슬립|경량,아치통증 때문에 신발 고르기 어려웠다면 러버 아웃솔 런닝화를 추천합니다.
P0554,Healthwear,런닝화,솔라인,솔라인 스텝12 런닝화,131900,180,230-290,공용,엔지니어드 메쉬|카본 플레이트|젤 쿠션|러버 아웃솔,무릎충격|뒤꿈치까짐,장거리|안정화|발목보호|경량,데일리부터 장거리까지 커버하는 런닝화. 엔지니어드 메쉬 조합으로 안정적인 착화감을 제공합니다.
P0555,Healthwear,일상화,제로드롭,제로드롭 스텝6 일상화,123900,317,225-280,공용,천연가죽|메모리폼 인솔,뒤꿈치까짐|장시간보행 피로|발볼압박,안정화|통기성,"한 짝 317g의 일상화, 천연가죽 채용으로 뒤꿈치까짐을 개선했습니다."
P0556,Healthwear,런닝화,코트마스터,코트마스터 스텝1 런닝화,158900,214,240-300,공용,엔지니어드 메쉬|젤 쿠션|니트 어퍼|카본 플레이트,발땀|무릎충격|뒤꿈치까짐,발목보호|논슬립|경량,데일리부터 장거리까지 커버하는 런닝화. 엔지니어드 메쉬 조합으로 안정적인 착화감을 제공합니다.
P0557,Healthwear,농구화,에어트랙,에어트랙 플라이5 농구화,272900,346,230-290,발볼넓음,헤링본 아웃솔|에어 쿠션|미드컷 어퍼,무게,논슬립|안정화|경량|와이드라스트,무게 때문에 신발 고르기 어려웠다면 헤링본 아웃솔 농구화를 추천합니다.
P0558,Healthwear,워킹화,코트마스터,코트마스터 아치5 워킹화,152900,279,230-290,칼발,논슬립 아웃솔|EVA 미드솔,아치통증|발볼압박|장시간보행 피로,충격흡수|장거리|방수,칼발 발에 맞춘 라스트를 적용한 워킹화. 논슬립 아웃솔이 아치통증 부담을 덜어줍니다.
P0559,Healthwear,워킹화,코트마스터,코트마스터 아치12 워킹화,62900,334,220-275,평발,메쉬|고어텍스|논슬립 아웃솔|니트 어퍼,장시간보행 피로|미끄럼,아치서포트|장거리|데일리,메쉬 구조로 장시간보행 피로를 잡아주는 워킹화입니다. 220-275mm 사이즈 운영.
P0560,Healthwear,런닝화,에어트랙,에어트랙 트랙11 런닝화,176900,205,240-300,평발,엔지니어드 메쉬|러버 아웃솔,족저근막염,쿠션강화|방수|경량,엔지니어드 메쉬 구조로 족저근막염을 잡아주는 런닝화입니다. 240-300mm 사이즈 운영.
P0561,Healthwear,워킹화,솔라인,솔라인 플라이4 워킹화,188900,301,235-295,평발,논슬립 아웃솔|EVA 미드솔,미끄럼|장시간보행 피로|발볼압박,장거리|방수,"한 짝 301g의 워킹화, 논슬립 아웃솔 채용으로 미끄럼을 개선했습니다."
P0562,Healthwear,일상화,솔라인,솔라인 스텝2 일상화,146900,297,220-275,평발,인조가죽|러버 아웃솔,장시간보행 피로|뒤꿈치까짐,데일리|통기성|논슬립,인조가죽 구조로 장시간보행 피로를 잡아주는 일상화입니다. 220-275mm 사이즈 운영.
P0563,Healthwear,워킹화,스텝코어,스텝코어 스텝6 워킹화,174900,318,240-300,발볼넓음,메모리폼 인솔|EVA 미드솔|논슬립 아웃솔|메쉬,아치통증|미끄럼|장시간보행 피로,방수|안정화|아치서포트|와이드라스트,메모리폼 인솔 구조로 아치통증을 잡아주는 워킹화입니다. 240-300mm 사이즈 운영.
P0564,Healthwear,농구화,런웨이브,런웨이브 아치8 농구화,269900,331,225-280,평발,헤링본 아웃솔|TPU 힐카운터|에어 쿠션,발목불안|착지충격,방수|충격흡수|경량,"한 짝 331g의 농구화, 헤링본 아웃솔 채용으로 발목불안을 개선했습니다."
P0565,Healthwear,일상화,제로드롭,제로드롭 웨이브10 일상화,165900,260,225-280,공용,캔버스|천연가죽|인조가죽|스웨이드,장시간보행 피로|발볼압박,쿠션강화|장거리|안정화|경량,"한 짝 260g의 일상화, 캔버스 채용으로 장시간보행 피로를 개선했습니다."
P0566,Healthwear,런닝화,런웨이브,런웨이브 트랙4 런닝화,107900,187,220-275,공용,카본 플레이트|젤 쿠션,무릎충격,아치서포트|안정화|장거리|경량,모든 발에 맞춘 라스트를 적용한 런닝화. 카본 플레이트가 무릎충격 부담을 덜어줍니다.
P0567,Healthwear,런닝화,스텝코어,스텝코어 웨이브10 런닝화,159900,250,220-275,공용,카본 플레이트|니트 어퍼|러버 아웃솔,족저근막염|발땀,안정화|방수,모든 발에 맞춘 라스트를 적용한 런닝화. 카본 플레이트가 족저근막염 부담을 덜어줍니다.
P0568,Healthwear,워킹화,코트마스터,코트마스터 트랙2 워킹화,174900,331,240-300,평발,메쉬|니트 어퍼,발볼압박,쿠션강화|안정화,발볼압박 때문에 신발 고르기 어려웠다면 메쉬 워킹화를 추천합니다.
P0569,Healthwear,런닝화,스텝코어,스텝코어 스텝3 런닝화,206900,287,220-275,평발,러버 아웃솔|카본 플레이트,아치통증,통기성|발목보호|논슬립,데일리부터 장거리까지 커버하는 런닝화. 러버 아웃솔 조합으로 안정적인 착화감을 제공합니다.
P0570,Healthwear,일상화,런웨이브,런웨이브 플라이9 일상화,170900,321,240-300,칼발,스웨이드|캔버스|천연가죽|인조가죽,발볼압박|장시간보행 피로|발땀,안정화|논슬립,칼발 발에 맞춘 라스트를 적용한 일상화. 스웨이드가 발볼압박 부담을 덜어줍니다.
P0571,Healthwear,워킹화,런웨이브,런웨이브 트랙4 워킹화,76900,339,225-280,평발,메모리폼 인솔|고어텍스,아치통증|장시간보행 피로|미끄럼,아치서포트|데일리|쿠션강화,데일리부터 장거리까지 커버하는 워킹화. 메모리폼 인솔 조합으로 안정적인 착화감을 제공합니다.
P0572,Healthwear,농구화,런웨이브,런웨이브 스텝9 농구화,205900,394,225-280,평발,미드컷 어퍼|합성피혁,무게|미끄럼,발목보호|쿠션강화,데일리부터 장거리까지 커버하는 농구화. 미드컷 어퍼 조합으로 안정적인 착화감을 제공합니다.
P0573,Healthwear,일상화,에어트랙,에어트랙 플라이11 일상화,85900,270,230-290,공용,스웨이드|캔버스|천연가죽,장시간보행 피로|뒤꿈치까짐,통기성|안정화|장거리|경량,모든 발에 맞춘 라스트를 적용한 일상화. 스웨이드가 장시간보행 피로 부담을 덜어줍니다.
P0574,Healthwear,런닝화,그라운드핏,그라운드핏 플라이1 런닝화,194900,210,230-290,평발,카본 플레이트|EVA 미드솔|러버 아웃솔|엔지니어드 메쉬,뒤꿈치까짐|무릎충격,논슬립|데일리|쿠션강화|경량,"한 짝 210g의 런닝화, 카본 플레이트 채용으로 뒤꿈치까짐을 개선했습니다."
P0575,Healthwear,워킹화,런웨이브,런웨이브 웨이브8 워킹화,99900,282,230-290,공용,EVA 미드솔|논슬립 아웃솔,장시간보행 피로|미끄럼,발목보호|통기성|아치서포트,EVA 미드솔 구조로 장시간보행 피로를 잡아주는 워킹화입니다. 230-290mm 사이즈 운영.
P0576,Healthwear,일상화,솔라인,솔라인 코어8 일상화,50900,380,220-275,발볼넓음,캔버스|스웨이드|러버 아웃솔|인조가죽,발땀|발볼압박,통기성|장거리|아치서포트|와이드라스트,데일리부터 장거리까지 커버하는 일상화. 캔버스 조합으로 안정적인 착화감을 제공합니다.
P0577,Healthwear,농구화,솔라인,솔라인 플라이11 농구화,175900,393,235-295,평발,젤 쿠션|헤링본 아웃솔|합성피혁,발목불안|착지충격,논슬립|방수,평발 발에 맞춘 라스트를 적용한 농구화. 젤 쿠션이 발목불안 부담을 덜어줍니다.
P0578,Healthwear,일상화,데일리솔,데일리솔 코어1 일상화,160900,323,230-290,평발,러버 아웃솔|스웨이드|천연가죽,발땀,데일리|아치서포트,발땀 때문에 신발 고르기 어려웠다면 러버 아웃솔 일상화를 추천합니다.
P0579,Healthwear,런닝화,스텝코어,스텝코어 스텝8 런닝화,200900,289,235-295,공용,니트 어퍼|EVA 미드솔|젤 쿠션,뒤꿈치까짐,쿠션강화|통기성|충격흡수,모든 발에 맞춘 라스트를 적용한 런닝화. 니트 어퍼가 뒤꿈치까짐 부담을 덜어줍니다.
P0580,Healthwear,일상화,아치핏,아치핏 아치11 일상화,146900,269,225-280,칼발,천연가죽|스웨이드,뒤꿈치까짐,안정화|충격흡수|아치서포트|경량,천연가죽 구조로 뒤꿈치까짐을 잡아주는 일상화입니다. 225-280mm 사이즈 운영.
P0581,Healthwear,런닝화,제로드롭,제로드롭 스텝7 런닝화,176900,233,240-300,공용,니트 어퍼|카본 플레이트|러버 아웃솔,무릎충격,아치서포트|발목보호|안정화,니트 어퍼 구조로 무릎충격을 잡아주는 런닝화입니다. 240-300mm 사이즈 운영.
P0582,Healthwear,일상화,에어트랙,에어트랙 플라이11 일상화,96900,278,235-295,칼발,스웨이드|캔버스|메모리폼 인솔|천연가죽,뒤꿈치까짐,발목보호|데일리|경량,스웨이드 구조로 뒤꿈치까짐을 잡아주는 일상화입니다. 235-295mm 사이즈 운영.
P0583,Healthwear,런닝화,솔라인,솔라인 웨이브5 런닝화,91900,197,225-280,공용,EVA 미드솔|엔지니어드 메쉬,족저근막염|아치통증,통기성|쿠션강화|방수|경량,EVA 미드솔 구조로 족저근막염을 잡아주는 런닝화입니다. 225-280mm 사이즈 운영.
P0584,Healthwear,런닝화,아치핏,아치핏 스텝12 런닝화,108900,260,240-300,평발,EVA 미드솔|니트 어퍼,발땀,논슬립|방수,평발 발에 맞춘 라스트를 적용한 런닝화. EVA 미드솔이 발땀 부담을 덜어줍니다.
P0585,Healthwear,워킹화,런웨이브,런웨이브 코어12 워킹화,149900,295,235-295,평발,EVA 미드솔|니트 어퍼|고어텍스|메쉬,발볼압박|장시간보행 피로,데일리|논슬립,데일리부터 장거리까지 커버하는 워킹화. EVA 미드솔 조합으로 안정적인 착화감을 제공합니다.
