product_id,category,sub_category,brand,product_name,price,weight_g,target_feeding_purpose,target_food_form,ingredients,tags,description
F0120,간식,수제간식,퍼피랩,퍼피랩 수제간식,9983,111,공용,공용,현미|단호박|닭고기,수제간식|현미|단호박|닭고기|닭고기함유,수제간식 제품으로 현미/단호박 성분을 담았습니다.
F0121,간식,덴탈껌,펫키친,펫키친 덴탈껌,6012,476,공용,습식,오메가3|단호박|귀리|고구마,덴탈껌|오메가3|단호박|귀리|고구마|습식,덴탈껌 제품으로 오메가3/단호박 성분을 담았습니다.
F0122,간식,수제간식,바크앤조이,바크앤조이 수제간식,20983,140,다이어트,건식,연어|현미|홍합추출물|귀리,수제간식|다이어트|연어|현미|홍합추출물|귀리|건식,수제간식 제품으로 연어/현미 성분을 담았습니다.
F0123,간식,수제간식,그레인프리랩,그레인프리랩 수제간식,15942,480,피부,공용,오메가3|소고기,수제간식|피부|오메가3|소고기|소고기함유,수제간식 제품으로 오메가3/소고기 성분을 담았습니다.
F0124,간식,수제간식,와일드포,와일드포 수제간식,23333,177,피부,건식,오리|고구마,수제간식|피부|오리|고구마|건식,수제간식 제품으로 오리/고구마 성분을 담았습니다.
F0125,간식,트릿,그레인프리랩,그레인프리랩 트릿,8359,345,다이어트,공용,홍합추출물|고구마,트릿|다이어트|유기농|홍합추출물|고구마,트릿 제품으로 홍합추출물/고구마 성분을 담았습니다.
F0126,간식,동결건조간식,퍼피랩,퍼피랩 동결건조간식,3011,152,다이어트,건식,고구마|닭고기,동결건조간식|다이어트|고구마|닭고기|건식|닭고기함유,동결건조간식 제품으로 고구마/닭고기 성분을 담았습니다.
F0127,간식,덴탈껌,멍푸드,멍푸드 덴탈껌,24202,214,관절,공용,오리|프로바이오틱스,덴탈껌|관절|유기농|오리|프로바이오틱스,덴탈껌 제품으로 오리/프로바이오틱스 성분을 담았습니다.
F0128,간식,수제간식,헬시포,헬시포 수제간식,9931,391,피부,습식,연어|고구마,수제간식|피부|연어|고구마|습식,수제간식 제품으로 연어/고구마 성분을 담았습니다.
F0129,간식,트릿,와일드포,와일드포 트릿,8934,270,공용,공용,단호박|유산균|오메가3|고구마,트릿|단호박|유산균|오메가3|고구마,트릿 제품으로 단호박/유산균 성분을 담았습니다.
F0130,간식,동결건조간식,헬시포,헬시포 동결건조간식,14772,422,관절,공용,스피루리나|오리|연어|닭고기,동결건조간식|관절|스피루리나|오리|연어|닭고기|닭고기함유,동결건조간식 제품으로 스피루리나/오리 성분을 담았습니다.
F0131,간식,트릿,퍼피랩,퍼피랩 트릿,10721,58,관절,습식,고구마|소고기|닭고기|현미,트릿|관절|고구마|소고기|닭고기|현미|습식|소고기함유|닭고기함유,트릿 제품으로 고구마/소고기 성분을 담았습니다.
F0132,간식,덴탈껌,스노우독,스노우독 덴탈껌,15993,84,관절,건식,현미|오메가3|고구마,덴탈껌|관절|유기농|현미|오메가3|고구마|건식,덴탈껌 제품으로 현미/오메가3 성분을 담았습니다.
F0133,간식,수제간식,스노우독,스노우독 수제간식,8883,442,다이어트,공용,소고기|연어,수제간식|다이어트|소고기|연어|소고기함유,수제간식 제품으로 소고기/연어 성분을 담았습니다.
F0134,간식,동결건조간식,바크앤조이,바크앤조이 동결건조간식,15693,101,관절,습식,홍합추출물|단호박|연어,동결건조간식|관절|홍합추출물|단호박|연어|습식,동결건조간식 제품으로 홍합추출물/단호박 성분을 담았습니다.
F0135,간식,덴탈껌,퍼피랩,퍼피랩 덴탈껌,15221,71,다이어트,건식,오리|연어|소고기,덴탈껌|다이어트|유기농|오리|연어|소고기|건식|소고기함유,덴탈껌 제품으로 오리/연어 성분을 담았습니다.
F0136,간식,트릿,도그밀,도그밀 트릿,22918,84,피부,습식,현미|홍합추출물,트릿|피부|현미|홍합추출물|습식,트릿 제품으로 현미/홍합추출물 성분을 담았습니다.
F0137,간식,덴탈껌,스노우독,스노우독 덴탈껌,12095,181,피부,공용,프로바이오틱스|유산균|오리,덴탈껌|피부|유기농|프로바이오틱스|유산균|오리,덴탈껌 제품으로 프로바이오틱스/유산균 성분을 담았습니다.
F0138,간식,동결건조간식,멍푸드,멍푸드 동결건조간식,11800,302,관절,건식,연어|단호박|글루코사민|고구마,동결건조간식|관절|연어|단호박|글루코사민|고구마|건식,동결건조간식 제품으로 연어/단호박 성분을 담았습니다.
F0139,간식,동결건조간식,멍푸드,멍푸드 동결건조간식,18078,290,관절,습식,닭고기|고구마|프로바이오틱스,동결건조간식|관절|닭고기|고구마|프로바이오틱스|습식|닭고기함유,동결건조간식 제품으로 닭고기/고구마 성분을 담았습니다.
F0140,간식,수제간식,스노우독,스노우독 수제간식,4406,432,다이어트,건식,귀리|프로바이오틱스|단호박,수제간식|다이어트|유기농|귀리|프로바이오틱스|단호박|건식,수제간식 제품으로 귀리/프로바이오틱스 성분을 담았습니다.
F0141,간식,동결건조간식,펫키친,펫키친 동결건조간식,23819,393,다이어트,습식,귀리|유산균,동결건조간식|다이어트|귀리|유산균|습식,동결건조간식 제품으로 귀리/유산균 성분을 담았습니다.
F0142,간식,덴탈껌,바크앤조이,바크앤조이 덴탈껌,6773,313,공용,공용,스피루리나|글루코사민|단호박,덴탈껌|스피루리나|글루코사민|단호박,덴탈껌 제품으로 스피루리나/글루코사민 성분을 담았습니다.
F0143,간식,트릿,헬시포,헬시포 트릿,23975,389,다이어트,건식,현미|홍합추출물,트릿|다이어트|현미|홍합추출물|건식,트릿 제품으로 현미/홍합추출물 성분을 담았습니다.
F0144,간식,수제간식,도그밀,도그밀 수제간식,16055,56,피부,건식,고구마|닭고기,수제간식|피부|고구마|닭고기|건식|닭고기함유,수제간식 제품으로 고구마/닭고기 성분을 담았습니다.
F0145,간식,덴탈껌,멍푸드,멍푸드 덴탈껌,3236,446,공용,건식,닭고기|고구마,덴탈껌|닭고기|고구마|건식|닭고기함유,덴탈껌 제품으로 닭고기/고구마 성분을 담았습니다.
F0146,간식,덴탈껌,와일드포,와일드포 덴탈껌,21766,256,공용,습식,홍합추출물|유산균,덴탈껌|홍합추출물|유산균|습식,덴탈껌 제품으로 홍합추출물/유산균 성분을 담았습니다.
F0147,간식,수제간식,도그밀,도그밀 수제간식,7987,94,피부,건식,고구마|오메가3|소고기|글루코사민,수제간식|피부|고구마|오메가3|소고기|글루코사민|건식|소고기함유,수제간식 제품으로 고구마/오메가3 성분을 담았습니다.
F0148,간식,동결건조간식,헬시포,헬시포 동결건조간식,6663,218,피부,건식,프로바이오틱스|홍합추출물|고구마,동결건조간식|피부|프로바이오틱스|홍합추출물|고구마|건식,동결건조간식 제품으로 프로바이오틱스/홍합추출물 성분을 담았습니다.
F0149,간식,트릿,네이처독,네이처독 트릿,11713,245,공용,공용,연어|글루코사민|귀리|현미,트릿|연어|글루코사민|귀리|현미,트릿 제품으로 연어/글루코사민 성분을 담았습니다.
F0150,간식,동결건조간식,와일드포,와일드포 동결건조간식,20482,328,피부,공용,프로바이오틱스|스피루리나|귀리|연어,동결건조간식|피부|프로바이오틱스|스피루리나|귀리|연어,동결건조간식 제품으로 프로바이오틱스/스피루리나 성분을 담았습니다.
F0151,간식,동결건조간식,그레인프리랩,그레인프리랩 동결건조간식,17764,71,관절,공용,고구마|오메가3|귀리,동결건조간식|관절|고구마|오메가3|귀리,동결건조간식 제품으로 고구마/오메가3 성분을 담았습니다.
F0152,간식,수제간식,멍푸드,멍푸드 수제간식,4936,69,다이어트,습식,유산균|오리,수제간식|다이어트|유산균|오리|습식,수제간식 제품으로 유산균/오리 성분을 담았습니다.
F0153,간식,수제간식,바크앤조이,바크앤조이 수제간식,21770,327,피부,건식,스피루리나|글루코사민,수제간식|피부|스피루리나|글루코사민|건식,수제간식 제품으로 스피루리나/글루코사민 성분을 담았습니다.
F0154,간식,트릿,네이처독,네이처독 트릿,15611,206,피부,건식,연어|단호박|고구마,트릿|피부|연어|단호박|고구마|건식,트릿 제품으로 연어/단호박 성분을 담았습니다.
F0155,간식,수제간식,그레인프리랩,그레인프리랩 수제간식,12780,172,다이어트,습식,소고기|유산균|프로바이오틱스,수제간식|다이어트|유기농|소고기|유산균|프로바이오틱스|습식|소고기함유,수제간식 제품으로 소고기/유산균 성분을 담았습니다.
F0156,간식,트릿,그레인프리랩,그레인프리랩 트릿,23882,257,다이어트,건식,고구마|프로바이오틱스|오메가3|스피루리나,트릿|다이어트|고구마|프로바이오틱스|오메가3|스피루리나|건식,트릿 제품으로 고구마/프로바이오틱스 성분을 담았습니다.
F0157,간식,덴탈껌,그레인프리랩,그레인프리랩 덴탈껌,7276,119,피부,공용,고구마|단호박,덴탈껌|피부|고구마|단호박,덴탈껌 제품으로 고구마/단호박 성분을 담았습니다.
F0158,간식,트릿,헬시포,헬시포 트릿,10493,98,다이어트,건식,스피루리나|연어|오메가3|귀리,트릿|다이어트|스피루리나|연어|오메가3|귀리|건식,트릿 제품으로 스피루리나/연어 성분을 담았습니다.
F0159,간식,트릿,멍푸드,멍푸드 트릿,21276,368,다이어트,공용,연어|프로바이오틱스|오메가3|고구마,트릿|다이어트|연어|프로바이오틱스|오메가3|고구마,트릿 제품으로 연어/프로바이오틱스 성분을 담았습니다.
F0160,간식,수제간식,그레인프리랩,그레인프리랩 수제간식,21160,339,공용,습식,연어|홍합추출물|고구마|유산균,수제간식|연어|홍합추출물|고구마|유산균|습식,수제간식 제품으로 연어/홍합추출물 성분을 담았습니다.
F0161,간식,트릿,멍푸드,멍푸드 트릿,18758,344,피부,건식,현미|오리|홍합추출물,트릿|피부|유기농|현미|오리|홍합추출물|건식,트릿 제품으로 현미/오리 성분을 담았습니다.
F0162,간식,동결건조간식,헬시포,헬시포 동결건조간식,17047,192,다이어트,습식,홍합추출물|글루코사민,동결건조간식|다이어트|홍합추출물|글루코사민|습식,동결건조간식 제품으로 홍합추출물/글루코사민 성분을 담았습니다.
F0163,간식,덴탈껌,멍푸드,멍푸드 덴탈껌,17854,188,다이어트,건식,홍합추출물|닭고기,덴탈껌|다이어트|홍합추출물|닭고기|건식|닭고기함유,덴탈껌 제품으로 홍합추출물/닭고기 성분을 담았습니다.
F0164,간식,수제간식,헬시포,헬시포 수제간식,17702,466,관절,습식,닭고기|스피루리나,수제간식|관절|닭고기|스피루리나|습식|닭고기함유,수제간식 제품으로 닭고기/스피루리나 성분을 담았습니다.
F0165,간식,트릿,헬시포,헬시포 트릿,20966,137,공용,공용,소고기|고구마|연어|홍합추출물,트릿|소고기|고구마|연어|홍합추출물|소고기함유,트릿 제품으로 소고기/고구마 성분을 담았습니다.
F0166,간식,수제간식,그레인프리랩,그레인프리랩 수제간식,15009,83,다이어트,건식,유산균|오리,수제간식|다이어트|유기농|유산균|오리|건식,수제간식 제품으로 유산균/오리 성분을 담았습니다.
F0167,간식,트릿,펫키친,펫키친 트릿,7929,350,공용,건식,현미|단호박,트릿|현미|단호박|건식,트릿 제품으로 현미/단호박 성분을 담았습니다.
F0168,간식,덴탈껌,그레인프리랩,그레인프리랩 덴탈껌,18242,170,공용,건식,닭고기|귀리,덴탈껌|닭고기|귀리|건식|닭고기함유,덴탈껌 제품으로 닭고기/귀리 성분을 담았습니다.
F0169,간식,수제간식,펫키친,펫키친 수제간식,4713,182,다이어트,습식,현미|유산균|스피루리나,수제간식|다이어트|현미|유산균|스피루리나|습식,수제간식 제품으로 현미/유산균 성분을 담았습니다.
F0170,간식,수제간식,네이처독,네이처독 수제간식,16053,156,공용,습식,글루코사민|유산균|연어|오리,수제간식|유기농|글루코사민|유산균|연어|오리|습식,수제간식 제품으로 글루코사민/유산균 성분을 담았습니다.
F0171,간식,덴탈껌,멍푸드,멍푸드 덴탈껌,5917,279,피부,공용,소고기|단호박|홍합추출물,덴탈껌|피부|소고기|단호박|홍합추출물|소고기함유,덴탈껌 제품으로 소고기/단호박 성분을 담았습니다.
F0172,간식,트릿,헬시포,헬시포 트릿,11707,474,관절,건식,연어|스피루리나,트릿|관절|연어|스피루리나|건식,트릿 제품으로 연어/스피루리나 성분을 담았습니다.
F0173,간식,덴탈껌,바크앤조이,바크앤조이 덴탈껌,18910,176,다이어트,습식,현미|닭고기|연어|스피루리나,덴탈껌|다이어트|현미|닭고기|연어|스피루리나|습식|닭고기함유,덴탈껌 제품으로 현미/닭고기 성분을 담았습니다.
F0174,간식,동결건조간식,멍푸드,멍푸드 동결건조간식,6428,440,다이어트,공용,유산균|소고기,동결건조간식|다이어트|유산균|소고기|소고기함유,동결건조간식 제품으로 유산균/소고기 성분을 담았습니다.
F0175,간식,동결건조간식,그레인프리랩,그레인프리랩 동결건조간식,23843,439,공용,습식,현미|단호박|연어|오리,동결건조간식|현미|단호박|연어|오리|습식,동결건조간식 제품으로 현미/단호박 성분을 담았습니다.
F0176,간식,트릿,그레인프리랩,그레인프리랩 트릿,19964,410,관절,습식,오메가3|연어|소고기,트릿|관절|오메가3|연어|소고기|습식|소고기함유,트릿 제품으로 오메가3/연어 성분을 담았습니다.
F0177,간식,덴탈껌,스노우독,스노우독 덴탈껌,12337,178,관절,습식,닭고기|단호박|프로바이오틱스|귀리,덴탈껌|관절|유기농|닭고기|단호박|프로바이오틱스|귀리|습식|닭고기함유,덴탈껌 제품으로 닭고기/단호박 성분을 담았습니다.
F0178,간식,동결건조간식,도그밀,도그밀 동결건조간식,17442,458,다이어트,습식,유산균|연어|홍합추출물|현미,동결건조간식|다이어트|유산균|연어|홍합추출물|현미|습식,동결건조간식 제품으로 유산균/연어 성분을 담았습니다.
F0179,간식,동결건조간식,스노우독,스노우독 동결건조간식,16020,376,관절,건식,귀리|스피루리나|고구마|프로바이오틱스,동결건조간식|관절|귀리|스피루리나|고구마|프로바이오틱스|건식,동결건조간식 제품으로 귀리/스피루리나 성분을 담았습니다.
F0180,간식,동결건조간식,바크앤조이,바크앤조이 동결건조간식,3276,156,관절,공용,연어|현미|귀리|소고기,동결건조간식|관절|연어|현미|귀리|소고기|소고기함유,동결건조간식 제품으로 연어/현미 성분을 담았습니다.
F0181,간식,동결건조간식,스노우독,스노우독 동결건조간식,18089,58,다이어트,건식,연어|프로바이오틱스|고구마,동결건조간식|다이어트|연어|프로바이오틱스|고구마|건식,동결건조간식 제품으로 연어/프로바이오틱스 성분을 담았습니다.
F0182,간식,덴탈껌,바크앤조이,바크앤조이 덴탈껌,4736,211,피부,공용,연어|고구마|소고기|스피루리나,덴탈껌|피부|연어|고구마|소고기|스피루리나|소고기함유,덴탈껌 제품으로 연어/고구마 성분을 담았습니다.
F0183,간식,트릿,멍푸드,멍푸드 트릿,3845,490,피부,습식,닭고기|스피루리나|유산균,트릿|피부|닭고기|스피루리나|유산균|습식|닭고기함유,트릿 제품으로 닭고기/스피루리나 성분을 담았습니다.
F0184,간식,수제간식,스노우독,스노우독 수제간식,23322,57,피부,공용,단호박|소고기|닭고기|고구마,수제간식|피부|유기농|단호박|소고기|닭고기|고구마|소고기함유|닭고기함유,수제간식 제품으로 단호박/소고기 성분을 담았습니다.
F0185,간식,동결건조간식,헬시포,헬시포 동결건조간식,9494,332,공용,습식,글루코사민|스피루리나|프로바이오틱스,동결건조간식|글루코사민|스피루리나|프로바이오틱스|습식,동결건조간식 제품으로 글루코사민/스피루리나 성분을 담았습니다.
F0186,간식,트릿,도그밀,도그밀 트릿,13048,88,공용,건식,글루코사민|소고기|오메가3|단호박,트릿|글루코사민|소고기|오메가3|단호박|건식|소고기함유,트릿 제품으로 글루코사민/소고기 성분을 담았습니다.
F0187,간식,트릿,도그밀,도그밀 트릿,19173,226,다이어트,습식,오리|프로바이오틱스|단호박,트릿|다이어트|오리|프로바이오틱스|단호박|습식,트릿 제품으로 오리/프로바이오틱스 성분을 담았습니다.
F0188,간식,트릿,네이처독,네이처독 트릿,20628,168,다이어트,습식,단호박|오리,트릿|다이어트|단호박|오리|습식,트릿 제품으로 단호박/오리 성분을 담았습니다.
F0189,간식,동결건조간식,바크앤조이,바크앤조이 동결건조간식,13272,197,공용,습식,소고기|고구마|스피루리나|연어,동결건조간식|소고기|고구마|스피루리나|연어|습식|소고기함유,동결건조간식 제품으로 소고기/고구마 성분을 담았습니다.
F0190,간식,트릿,헬시포,헬시포 트릿,21317,481,공용,건식,오메가3|단호박,트릿|오메가3|단호박|건식,트릿 제품으로 오메가3/단호박 성분을 담았습니다.
F0191,간식,덴탈껌,스노우독,스노우독 덴탈껌,18145,471,공용,건식,프로바이오틱스|현미,덴탈껌|프로바이오틱스|현미|건식,덴탈껌 제품으로 프로바이오틱스/현미 성분을 담았습니다.
F0192,간식,덴탈껌,퍼피랩,퍼피랩 덴탈껌,14537,249,다이어트,습식,단호박|귀리|오리,덴탈껌|다이어트|단호박|귀리|오리|습식,덴탈껌 제품으로 단호박/귀리 성분을 담았습니다.
F0193,간식,트릿,와일드포,와일드포 트릿,5987,293,다이어트,건식,오리|귀리|현미|프로바이오틱스,트릿|다이어트|오리|귀리|현미|프로바이오틱스|건식,트릿 제품으로 오리/귀리 성분을 담았습니다.
F0194,간식,트릿,멍푸드,멍푸드 트릿,9567,232,다이어트,건식,현미|스피루리나|연어,트릿|다이어트|현미|스피루리나|연어|건식,트릿 제품으로 현미/스피루리나 성분을 담았습니다.
F0195,간식,수제간식,와일드포,와일드포 수제간식,20743,135,피부,습식,글루코사민|단호박|연어,수제간식|피부|글루코사민|단호박|연어|습식,수제간식 제품으로 글루코사민/단호박 성분을 담았습니다.
F0196,간식,트릿,스노우독,스노우독 트릿,5374,197,공용,건식,소고기|스피루리나|단호박,트릿|소고기|스피루리나|단호박|건식|소고기함유,트릿 제품으로 소고기/스피루리나 성분을 담았습니다.
F0197,간식,동결건조간식,네이처독,네이처독 동결건조간식,13274,274,관절,습식,현미|닭고기|오리,동결건조간식|관절|현미|닭고기|오리|습식|닭고기함유,동결건조간식 제품으로 현미/닭고기 성분을 담았습니다.
F0198,간식,덴탈껌,멍푸드,멍푸드 덴탈껌,5230,257,공용,건식,홍합추출물|프로바이오틱스|귀리,덴탈껌|유기농|홍합추출물|프로바이오틱스|귀리|건식,덴탈껌 제품으로 홍합추출물/프로바이오틱스 성분을 담았습니다.
F0199,간식,동결건조간식,스노우독,스노우독 동결건조간식,4478,211,다이어트,습식,닭고기|현미|유산균,동결건조간식|다이어트|닭고기|현미|유산균|습식|닭고기함유,동결건조간식 제품으로 닭고기/현미 성분을 담았습니다.
F0200,간식,트릿,도그밀,도그밀 트릿,13261,80,공용,습식,현미|홍합추출물|글루코사민|연어,트릿|현미|홍합추출물|글루코사민|연어|습식,트릿 제품으로 현미/홍합추출물 성분을 담았습니다.
