product_id,category,sub_category,brand,product_name,price,weight_g,target_user_type,key_specs,concerns,tags,description
P0289,PC_Peripherals,무선 이어폰,쿼드리움,쿼드리움 X7 Pro 무선 이어폰,272900,5,공용,블루투스 5.3|저지연 게임모드|8시간 재생|주변음 허용모드,통화품질|착용압박,프리미엄|장시간사용|휴대성|무선|경량,모든 사용자를 겨냥한 무선 이어폰. 저지연 게임모드 구성으로 통화품질을 개선했습니다.
P0290,PC_Peripherals,사무용 마우스,쿼드리움,쿼드리움 K6 Pro 사무용 마우스,55900,67,사무직,블루투스 멀티페어링|USB-C 충전,손목피로,핫스왑|가성비|프리미엄|무선|경량,사무직 사용자를 겨냥한 사무용 마우스. USB-C 충전 구성으로 손목피로를 개선했습니다.
P0291,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 G6 Max 게이밍 마우스,59900,84,사무직,2.4GHz 무선|PTFE 스케이트|26000DPI 광학센서,그립감,장시간사용|휴대성|무선,PTFE 스케이트를 적용한 게이밍 마우스. 그립감 부담을 줄여 장시간 사용에 적합합니다.
P0292,PC_Peripherals,무선 이어폰,제트스위치,제트스위치 G4 무선 이어폰,295900,6,디자이너,블루투스 5.3|멀티포인트|무선충전 지원,차음성,프리미엄|저소음|무선,블루투스 5.3 방식의 무선 이어폰. 멀티포인트 탑재로 차음성을 줄였습니다.
P0293,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 K4 Max 게이밍 키보드,254900,1141,FPS유저,유선 연결|PBT 키캡,손목피로|타건소음,휴대성|저소음|유선,1141g의 게이밍 키보드로 손목피로 걱정 없이 사용할 수 있습니다. PBT 키캡 지원.
P0294,PC_Peripherals,무선 이어폰,쿼드리움,쿼드리움 M8 SE 무선 이어폰,98900,7,사무직,블루투스 5.3|액티브 노이즈캔슬링|멀티포인트|IPX4 방수,통화품질|지연시간|배터리부족,가성비|인체공학|프리미엄|무선,액티브 노이즈캔슬링을 적용한 무선 이어폰. 통화품질 부담을 줄여 장시간 사용에 적합합니다.
P0295,PC_Peripherals,무선 이어폰,렉스기어,렉스기어 K9 무선 이어폰,59900,9,사무직,블루투스 5.3|8시간 재생|액티브 노이즈캔슬링,착용압박|차음성,프리미엄|저소음|저지연|무선,8시간 재생을 적용한 무선 이어폰. 착용압박 부담을 줄여 장시간 사용에 적합합니다.
P0296,PC_Peripherals,사무용 마우스,렉스기어,렉스기어 Z6 SE 사무용 마우스,30900,107,공용,유선 연결|1600DPI,클릭소음|배터리부족,인체공학|저지연|가성비|유선,유선 연결 방식의 사무용 마우스. 1600DPI 탑재로 클릭소음을 줄였습니다.
P0297,PC_Peripherals,사무용 마우스,오르빗,오르빗 K5 사무용 마우스,33900,71,공용,2.4GHz 무선|인체공학 그립|USB-C 충전,클릭소음|그립감,인체공학|장시간사용|프리미엄|무선|경량,2.4GHz 무선 방식의 사무용 마우스. 인체공학 그립 탑재로 클릭소음을 줄였습니다.
P0298,PC_Peripherals,게이밍 키보드,코어웨이브,코어웨이브 M7 게이밍 키보드,141900,1082,FPS유저,유선 연결|풀배열|청축,키감|타건소음,장시간사용|RGB|유선,1082g의 게이밍 키보드로 키감 걱정 없이 사용할 수 있습니다. 풀배열 지원.
P0299,PC_Peripherals,게이밍 마우스,사일런트웍스,사일런트웍스 G1 게이밍 마우스,124900,58,FPS유저,2.4GHz 무선|26000DPI 광학센서,손목피로|그립감|무게부담,저소음|프리미엄|무선|경량,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 손목피로를 개선했습니다.
P0300,PC_Peripherals,게이밍 마우스,사일런트웍스,사일런트웍스 P2 Lite 게이밍 마우스,91900,95,공용,유선 연결|70시간 배터리|26000DPI 광학센서|광학식 스위치,손목피로|무게부담,RGB|프리미엄|유선,95g의 게이밍 마우스로 손목피로 걱정 없이 사용할 수 있습니다. 70시간 배터리 지원.
P0301,PC_Peripherals,사무용 마우스,오르빗,오르빗 X6 Lite 사무용 마우스,73900,88,사무직,블루투스 멀티페어링|인체공학 그립|무소음 클릭|1600DPI,배터리부족,인체공학|장시간배터리|RGB|무선,인체공학 그립을 적용한 사무용 마우스. 배터리부족 부담을 줄여 장시간 사용에 적합합니다.
P0302,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO G1 Lite 사무용 마우스,22900,104,디자이너,2.4GHz 무선|무소음 클릭|AA 배터리 12개월,손목피로|그립감|배터리부족,장시간사용|인체공학|무선,무소음 클릭을 적용한 사무용 마우스. 손목피로 부담을 줄여 장시간 사용에 적합합니다.
P0303,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO X1 Max 사무용 마우스,17900,119,디자이너,2.4GHz 무선|USB-C 충전|정숙 스크롤,배터리부족|그립감,핫스왑|휴대성|장시간사용|무선,"USB-C 충전 기반의 사무용 마우스, 배터리부족에 민감한 사용자에게 추천합니다."
P0304,PC_Peripherals,무선 이어폰,렉스기어,렉스기어 G1 Lite 무선 이어폰,155900,8,사무직,블루투스 5.3|멀티포인트,통화품질,RGB|휴대성|무선,멀티포인트를 적용한 무선 이어폰. 통화품질 부담을 줄여 장시간 사용에 적합합니다.
P0305,PC_Peripherals,게이밍 마우스,쿼드리움,쿼드리움 K3 Lite 게이밍 마우스,85900,59,FPS유저,유선 연결|26000DPI 광학센서,그립감|무게부담,프리미엄|저소음|RGB|유선|경량,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 그립감을 개선했습니다.
P0306,PC_Peripherals,게이밍 키보드,노바핏,노바핏 X9 게이밍 키보드,221900,1239,사무직,무선 3모드|텐키리스|65% 배열,내구성|손목피로|채터링,저소음|프리미엄|가성비|무선,"텐키리스 기반의 게이밍 키보드, 내구성에 민감한 사용자에게 추천합니다."
P0307,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO P5 Lite 게이밍 마우스,69900,58,FPS유저,2.4GHz 무선|26000DPI 광학센서|PTFE 스케이트,그립감,장시간배터리|인체공학|무선|경량,2.4GHz 무선 방식의 게이밍 마우스. 26000DPI 광학센서 탑재로 그립감을 줄였습니다.
P0308,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 G1 사무용 마우스,26900,67,사무직,2.4GHz 무선|USB-C 충전|인체공학 그립|AA 배터리 12개월,클릭소음,휴대성|핫스왑|장시간사용|무선|경량,"USB-C 충전 기반의 사무용 마우스, 클릭소음에 민감한 사용자에게 추천합니다."
P0309,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 G9 Lite 게이밍 마우스,167900,82,디자이너,2.4GHz 무선|8000Hz 폴링레이트,손목피로|무게부담,RGB|가성비|무선,8000Hz 폴링레이트를 적용한 게이밍 마우스. 손목피로 부담을 줄여 장시간 사용에 적합합니다.
P0310,PC_Peripherals,게이밍 마우스,노바핏,노바핏 P4 Lite 게이밍 마우스,156900,51,FPS유저,2.4GHz 무선|26000DPI 광학센서|8000Hz 폴링레이트|온보드 메모리,지연시간|무게부담,인체공학|저지연|가성비|무선|경량,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 지연시간을 개선했습니다.
P0311,PC_Peripherals,무선 이어폰,코어웨이브,코어웨이브 P6 Lite 무선 이어폰,152900,9,디자이너,블루투스 5.3|8시간 재생,착용압박,RGB|프리미엄|무선,블루투스 5.3 방식의 무선 이어폰. 8시간 재생 탑재로 착용압박을 줄였습니다.
P0312,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 Z1 Pro 사무용 마우스,23900,94,공용,2.4GHz 무선|정숙 스크롤|1600DPI|인체공학 그립,클릭소음|그립감,저소음|가성비|무선,모든 사용자를 겨냥한 사무용 마우스. 정숙 스크롤 구성으로 클릭소음을 개선했습니다.
P0313,PC_Peripherals,게이밍 마우스,사일런트웍스,사일런트웍스 X6 Max 게이밍 마우스,147900,90,사무직,2.4GHz 무선|광학식 스위치|26000DPI 광학센서|1000Hz 폴링레이트,손땀|손목피로,장시간사용|가성비|저지연|무선,2.4GHz 무선 방식의 게이밍 마우스. 광학식 스위치 탑재로 손땀을 줄였습니다.
P0314,PC_Peripherals,게이밍 마우스,렉스기어,렉스기어 M7 SE 게이밍 마우스,189900,72,사무직,유선 연결|70시간 배터리|광학식 스위치,지연시간|그립감,장시간사용|인체공학|휴대성|유선,70시간 배터리를 적용한 게이밍 마우스. 지연시간 부담을 줄여 장시간 사용에 적합합니다.
P0315,PC_Peripherals,게이밍 키보드,키크론랩,키크론랩 Z4 Lite 게이밍 키보드,135900,869,공용,유선 연결|청축,키감,프리미엄|장시간배터리|저소음|유선|경량,유선 연결 방식의 게이밍 키보드. 청축 탑재로 키감을 줄였습니다.
P0316,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 K4 게이밍 마우스,40900,59,공용,2.4GHz 무선|26000DPI 광학센서,손목피로|손땀,휴대성|인체공학|핫스왑|무선|경량,2.4GHz 무선 방식의 게이밍 마우스. 26000DPI 광학센서 탑재로 손목피로를 줄였습니다.
P0317,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 K3 SE 게이밍 마우스,77900,75,FPS유저,2.4GHz 무선|8000Hz 폴링레이트|온보드 메모리,손목피로|손땀|그립감,저소음|핫스왑|무선,"8000Hz 폴링레이트 기반의 게이밍 마우스, 손목피로에 민감한 사용자에게 추천합니다."
P0318,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 X1 Lite 게이밍 마우스,48900,89,FPS유저,2.4GHz 무선|PTFE 스케이트,지연시간|무게부담|손땀,RGB|저소음|가성비|무선,89g의 게이밍 마우스로 지연시간 걱정 없이 사용할 수 있습니다. PTFE 스케이트 지원.
P0319,PC_Peripherals,무선 이어폰,코어웨이브,코어웨이브 G4 무선 이어폰,200900,6,공용,블루투스 5.3|액티브 노이즈캔슬링|무선충전 지원,착용압박|통화품질|지연시간,장시간사용|프리미엄|무선,블루투스 5.3 방식의 무선 이어폰. 액티브 노이즈캔슬링 탑재로 착용압박을 줄였습니다.
P0320,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 K3 Pro 게이밍 마우스,120900,78,공용,유선 연결|26000DPI 광학센서|8000Hz 폴링레이트,손땀|지연시간|무게부담,장시간사용|인체공학|장시간배터리|유선,26000DPI 광학센서를 적용한 게이밍 마우스. 손땀 부담을 줄여 장시간 사용에 적합합니다.
P0321,PC_Peripherals,게이밍 키보드,사일런트웍스,사일런트웍스 M6 Lite 게이밍 키보드,146900,848,FPS유저,유선 연결|풀배열,내구성,장시간사용|휴대성|인체공학|유선|경량,848g의 게이밍 키보드로 내구성 걱정 없이 사용할 수 있습니다. 풀배열 지원.
P0322,PC_Peripherals,사무용 마우스,렉스기어,렉스기어 M6 사무용 마우스,78900,115,디자이너,2.4GHz 무선|무소음 클릭,클릭소음|배터리부족,인체공학|휴대성|RGB|무선,"무소음 클릭 기반의 사무용 마우스, 클릭소음에 민감한 사용자에게 추천합니다."
P0323,PC_Peripherals,게이밍 마우스,사일런트웍스,사일런트웍스 Z9 SE 게이밍 마우스,168900,62,디자이너,유선 연결|70시간 배터리|8000Hz 폴링레이트,손땀|손목피로|그립감,인체공학|휴대성|유선|경량,유선 연결 방식의 게이밍 마우스. 70시간 배터리 탑재로 손땀을 줄였습니다.
P0324,PC_Peripherals,사무용 마우스,렉스기어,렉스기어 K6 Max 사무용 마우스,52900,79,디자이너,블루투스 멀티페어링|정숙 스크롤,그립감|손목피로,가성비|휴대성|저지연|무선|경량,디자이너 사용자를 겨냥한 사무용 마우스. 정숙 스크롤 구성으로 그립감을 개선했습니다.
P0325,PC_Peripherals,게이밍 마우스,렉스기어,렉스기어 X1 Pro 게이밍 마우스,54900,93,FPS유저,유선 연결|PTFE 스케이트|8000Hz 폴링레이트,무게부담|손땀,핫스왑|RGB|휴대성|유선,FPS유저 사용자를 겨냥한 게이밍 마우스. PTFE 스케이트 구성으로 무게부담을 개선했습니다.
P0326,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 G8 SE 게이밍 키보드,306900,931,사무직,유선 연결|텐키리스|갈축|핫스왑 소켓,타건소음,장시간배터리|휴대성|유선,유선 연결 방식의 게이밍 키보드. 텐키리스 탑재로 타건소음을 줄였습니다.
P0327,PC_Peripherals,무선 이어폰,쿼드리움,쿼드리움 X5 Pro 무선 이어폰,145900,5,공용,블루투스 5.3|액티브 노이즈캔슬링,통화품질|지연시간|배터리부족,저소음|RGB|무선|경량,5g의 무선 이어폰으로 통화품질 걱정 없이 사용할 수 있습니다. 액티브 노이즈캔슬링 지원.
P0328,PC_Peripherals,게이밍 마우스,오르빗,오르빗 M4 SE 게이밍 마우스,60900,89,디자이너,2.4GHz 무선|광학식 스위치,무게부담,핫스왑|장시간사용|무선,89g의 게이밍 마우스로 무게부담 걱정 없이 사용할 수 있습니다. 광학식 스위치 지원.
P0329,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO P4 Max 사무용 마우스,30900,119,디자이너,유선 연결|정숙 스크롤,그립감,휴대성|핫스왑|유선,119g의 사무용 마우스로 그립감 걱정 없이 사용할 수 있습니다. 정숙 스크롤 지원.
P0330,PC_Peripherals,게이밍 마우스,오르빗,오르빗 P8 Pro 게이밍 마우스,51900,95,FPS유저,유선 연결|8000Hz 폴링레이트|26000DPI 광학센서,손땀|지연시간|그립감,프리미엄|저소음|장시간사용|유선,유선 연결 방식의 게이밍 마우스. 8000Hz 폴링레이트 탑재로 손땀을 줄였습니다.
P0331,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 Z5 Max 게이밍 키보드,144900,1117,FPS유저,유선 연결|핫스왑 소켓|청축,채터링,핫스왑|프리미엄|유선,핫스왑 소켓을 적용한 게이밍 키보드. 채터링 부담을 줄여 장시간 사용에 적합합니다.
P0332,PC_Peripherals,게이밍 마우스,렉스기어,렉스기어 G9 SE 게이밍 마우스,171900,50,공용,유선 연결|1000Hz 폴링레이트|PTFE 스케이트|70시간 배터리,지연시간,장시간사용|장시간배터리|유선|경량,모든 사용자를 겨냥한 게이밍 마우스. 1000Hz 폴링레이트 구성으로 지연시간을 개선했습니다.
P0333,PC_Peripherals,사무용 마우스,오르빗,오르빗 K6 Lite 사무용 마우스,32900,93,사무직,2.4GHz 무선|무소음 클릭,손목피로,RGB|저지연|가성비|무선,93g의 사무용 마우스로 손목피로 걱정 없이 사용할 수 있습니다. 무소음 클릭 지원.
P0334,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 X5 Pro 사무용 마우스,49900,116,사무직,유선 연결|USB-C 충전|1600DPI|무소음 클릭,손목피로,프리미엄|장시간배터리|유선,"USB-C 충전 기반의 사무용 마우스, 손목피로에 민감한 사용자에게 추천합니다."
P0335,PC_Peripherals,무선 이어폰,제트스위치,제트스위치 X3 무선 이어폰,117900,4,공용,블루투스 5.3|주변음 허용모드|멀티포인트,차음성|착용압박,가성비|장시간배터리|무선|경량,"주변음 허용모드 기반의 무선 이어폰, 차음성에 민감한 사용자에게 추천합니다."
P0336,PC_Peripherals,게이밍 키보드,코어웨이브,코어웨이브 M7 SE 게이밍 키보드,73900,1264,사무직,유선 연결|은축|풀배열|핫스왑 소켓,채터링,핫스왑|인체공학|유선,"은축 기반의 게이밍 키보드, 채터링에 민감한 사용자에게 추천합니다."
P0337,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO X5 SE 게이밍 마우스,116900,71,FPS유저,2.4GHz 무선|온보드 메모리|26000DPI 광학센서|1000Hz 폴링레이트,무게부담|손목피로|손땀,RGB|저소음|핫스왑|무선,FPS유저 사용자를 겨냥한 게이밍 마우스. 온보드 메모리 구성으로 무게부담을 개선했습니다.
P0338,PC_Peripherals,사무용 마우스,노바핏,노바핏 P2 사무용 마우스,61900,89,디자이너,유선 연결|인체공학 그립|1600DPI,클릭소음|손목피로,핫스왑|휴대성|저소음|유선,인체공학 그립을 적용한 사무용 마우스. 클릭소음 부담을 줄여 장시간 사용에 적합합니다.
P0339,PC_Peripherals,무선 이어폰,제트스위치,제트스위치 X8 Max 무선 이어폰,70900,8,디자이너,블루투스 5.3|액티브 노이즈캔슬링,통화품질,저지연|휴대성|무선,블루투스 5.3 방식의 무선 이어폰. 액티브 노이즈캔슬링 탑재로 통화품질을 줄였습니다.
P0340,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO M1 Pro 사무용 마우스,59900,66,사무직,블루투스 멀티페어링|USB-C 충전|무소음 클릭|1600DPI,손목피로|클릭소음,프리미엄|저지연|휴대성|무선|경량,"USB-C 충전 기반의 사무용 마우스, 손목피로에 민감한 사용자에게 추천합니다."
P0341,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 P5 게이밍 마우스,185900,75,공용,유선 연결|70시간 배터리|8000Hz 폴링레이트|26000DPI 광학센서,손땀|지연시간|손목피로,프리미엄|인체공학|유선,"70시간 배터리 기반의 게이밍 마우스, 손땀에 민감한 사용자에게 추천합니다."
P0342,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO M5 Pro 게이밍 마우스,185900,49,공용,2.4GHz 무선|온보드 메모리|26000DPI 광학센서,손땀,휴대성|장시간사용|장시간배터리|무선|경량,모든 사용자를 겨냥한 게이밍 마우스. 온보드 메모리 구성으로 손땀을 개선했습니다.
P0343,PC_Peripherals,사무용 마우스,노바핏,노바핏 G6 Max 사무용 마우스,21900,86,공용,블루투스 멀티페어링|1600DPI,배터리부족|그립감|손목피로,휴대성|프리미엄|무선,"1600DPI 기반의 사무용 마우스, 배터리부족에 민감한 사용자에게 추천합니다."
P0344,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 K3 SE 사무용 마우스,77900,76,디자이너,2.4GHz 무선|1600DPI|USB-C 충전|정숙 스크롤,손목피로|그립감|클릭소음,가성비|저지연|무선|경량,2.4GHz 무선 방식의 사무용 마우스. 1600DPI 탑재로 손목피로를 줄였습니다.
P0345,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO G8 Max 게이밍 마우스,82900,93,공용,2.4GHz 무선|26000DPI 광학센서,무게부담|손땀|지연시간,저소음|휴대성|장시간사용|무선,93g의 게이밍 마우스로 무게부담 걱정 없이 사용할 수 있습니다. 26000DPI 광학센서 지원.
P0346,PC_Peripherals,사무용 마우스,쿼드리움,쿼드리움 Z7 Max 사무용 마우스,64900,120,공용,2.4GHz 무선|1600DPI,손목피로|그립감|클릭소음,저지연|가성비|무선,2.4GHz 무선 방식의 사무용 마우스. 1600DPI 탑재로 손목피로를 줄였습니다.
P0347,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO Z7 Lite 게이밍 마우스,142900,62,FPS유저,유선 연결|PTFE 스케이트|1000Hz 폴링레이트|8000Hz 폴링레이트,손땀|그립감|지연시간,저소음|RGB|유선|경량,PTFE 스케이트를 적용한 게이밍 마우스. 손땀 부담을 줄여 장시간 사용에 적합합니다.
P0348,PC_Peripherals,사무용 마우스,쿼드리움,쿼드리움 Z3 Pro 사무용 마우스,61900,95,사무직,블루투스 멀티페어링|1600DPI,클릭소음|배터리부족,RGB|휴대성|저지연|무선,사무직 사용자를 겨냥한 사무용 마우스. 1600DPI 구성으로 클릭소음을 개선했습니다.
P0349,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 P8 사무용 마우스,68900,79,사무직,블루투스 멀티페어링|AA 배터리 12개월|정숙 스크롤|무소음 클릭,클릭소음|그립감,휴대성|가성비|무선|경량,"AA 배터리 12개월 기반의 사무용 마우스, 클릭소음에 민감한 사용자에게 추천합니다."
P0350,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 Z5 Max 게이밍 마우스,154900,68,FPS유저,2.4GHz 무선|PTFE 스케이트|광학식 스위치|온보드 메모리,지연시간|손목피로|손땀,RGB|저지연|장시간배터리|무선,2.4GHz 무선 방식의 게이밍 마우스. PTFE 스케이트 탑재로 지연시간을 줄였습니다.
P0351,PC_Peripherals,사무용 마우스,오르빗,오르빗 P3 사무용 마우스,28900,75,공용,유선 연결|1600DPI|정숙 스크롤,클릭소음|배터리부족,휴대성|인체공학|유선|경량,유선 연결 방식의 사무용 마우스. 1600DPI 탑재로 클릭소음을 줄였습니다.
P0352,PC_Peripherals,게이밍 마우스,노바핏,노바핏 K4 Pro 게이밍 마우스,113900,77,디자이너,2.4GHz 무선|26000DPI 광학센서|PTFE 스케이트|온보드 메모리,지연시간,핫스왑|RGB|무선,2.4GHz 무선 방식의 게이밍 마우스. 26000DPI 광학센서 탑재로 지연시간을 줄였습니다.
P0353,PC_Peripherals,사무용 마우스,제트스위치,제트스위치 G2 Lite 사무용 마우스,13900,93,디자이너,유선 연결|1600DPI,그립감|손목피로|클릭소음,프리미엄|저소음|유선,디자이너 사용자를 겨냥한 사무용 마우스. 1600DPI 구성으로 그립감을 개선했습니다.
P0354,PC_Peripherals,무선 이어폰,노바핏,노바핏 X9 SE 무선 이어폰,43900,8,공용,블루투스 5.3|8시간 재생|저지연 게임모드|멀티포인트,배터리부족,장시간사용|장시간배터리|저소음|무선,"8시간 재생 기반의 무선 이어폰, 배터리부족에 민감한 사용자에게 추천합니다."
P0355,PC_Peripherals,게이밍 키보드,코어웨이브,코어웨이브 Z8 Lite 게이밍 키보드,114900,1225,사무직,무선 3모드|은축,타건소음|키감,RGB|저소음|핫스왑|무선,"은축 기반의 게이밍 키보드, 타건소음에 민감한 사용자에게 추천합니다."
P0356,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 P9 게이밍 마우스,187900,85,FPS유저,2.4GHz 무선|8000Hz 폴링레이트|온보드 메모리|70시간 배터리,무게부담|그립감|손땀,핫스왑|장시간사용|무선,FPS유저 사용자를 겨냥한 게이밍 마우스. 8000Hz 폴링레이트 구성으로 무게부담을 개선했습니다.
P0357,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 P4 Lite 사무용 마우스,57900,69,디자이너,유선 연결|1600DPI|AA 배터리 12개월|무소음 클릭,배터리부족|손목피로|클릭소음,장시간사용|휴대성|가성비|유선|경량,"1600DPI 기반의 사무용 마우스, 배터리부족에 민감한 사용자에게 추천합니다."
P0358,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 M6 Pro 게이밍 마우스,43900,78,디자이너,유선 연결|1000Hz 폴링레이트|광학식 스위치|26000DPI 광학센서,무게부담|지연시간,인체공학|저소음|유선,1000Hz 폴링레이트를 적용한 게이밍 마우스. 무게부담 부담을 줄여 장시간 사용에 적합합니다.
P0359,PC_Peripherals,게이밍 키보드,노바핏,노바핏 G4 Pro 게이밍 키보드,322900,1248,FPS유저,유선 연결|청축,손목피로|타건소음,장시간배터리|휴대성|핫스왑|유선,FPS유저 사용자를 겨냥한 게이밍 키보드. 청축 구성으로 손목피로를 개선했습니다.
P0360,PC_Peripherals,게이밍 키보드,노바핏,노바핏 K8 Lite 게이밍 키보드,199900,1204,FPS유저,유선 연결|갈축,내구성|채터링|키감,가성비|장시간배터리|프리미엄|유선,갈축을 적용한 게이밍 키보드. 내구성 부담을 줄여 장시간 사용에 적합합니다.
P0361,PC_Peripherals,게이밍 마우스,렉스기어,렉스기어 M1 Pro 게이밍 마우스,109900,52,사무직,유선 연결|1000Hz 폴링레이트|70시간 배터리|26000DPI 광학센서,손땀|그립감,휴대성|저소음|유선|경량,사무직 사용자를 겨냥한 게이밍 마우스. 1000Hz 폴링레이트 구성으로 손땀을 개선했습니다.
P0362,PC_Peripherals,사무용 마우스,쿼드리움,쿼드리움 K6 Lite 사무용 마우스,60900,113,공용,유선 연결|1600DPI|인체공학 그립|USB-C 충전,클릭소음|그립감|배터리부족,저소음|RGB|프리미엄|유선,모든 사용자를 겨냥한 사무용 마우스. 1600DPI 구성으로 클릭소음을 개선했습니다.
P0363,PC_Peripherals,게이밍 키보드,코어웨이브,코어웨이브 Z6 게이밍 키보드,163900,627,사무직,유선 연결|적축,타건소음|채터링|손목피로,핫스왑|가성비|인체공학|유선|경량,유선 연결 방식의 게이밍 키보드. 적축 탑재로 타건소음을 줄였습니다.
P0364,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 M2 Lite 게이밍 마우스,107900,91,공용,2.4GHz 무선|온보드 메모리,무게부담,저지연|장시간배터리|무선,2.4GHz 무선 방식의 게이밍 마우스. 온보드 메모리 탑재로 무게부담을 줄였습니다.
P0365,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 Z7 Pro 사무용 마우스,20900,104,사무직,블루투스 멀티페어링|USB-C 충전|무소음 클릭,그립감|손목피로,저소음|휴대성|저지연|무선,USB-C 충전을 적용한 사무용 마우스. 그립감 부담을 줄여 장시간 사용에 적합합니다.
P0366,PC_Peripherals,무선 이어폰,제트스위치,제트스위치 M3 Lite 무선 이어폰,195900,8,공용,블루투스 5.3|주변음 허용모드,착용압박|통화품질|배터리부족,장시간배터리|장시간사용|RGB|무선,블루투스 5.3 방식의 무선 이어폰. 주변음 허용모드 탑재로 착용압박을 줄였습니다.
P0367,PC_Peripherals,게이밍 마우스,제트스위치,제트스위치 G8 게이밍 마우스,63900,55,FPS유저,2.4GHz 무선|70시간 배터리|PTFE 스케이트,무게부담|손목피로|지연시간,저소음|RGB|무선|경량,"70시간 배터리 기반의 게이밍 마우스, 무게부담에 민감한 사용자에게 추천합니다."
P0368,PC_Peripherals,게이밍 키보드,키크론랩,키크론랩 Z6 Max 게이밍 키보드,252900,1166,공용,유선 연결|풀배열|PBT 키캡|청축,타건소음,저지연|인체공학|유선,"풀배열 기반의 게이밍 키보드, 타건소음에 민감한 사용자에게 추천합니다."
P0369,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 Z5 Pro 게이밍 마우스,69900,54,공용,유선 연결|1000Hz 폴링레이트|8000Hz 폴링레이트|광학식 스위치,무게부담,휴대성|장시간배터리|가성비|유선|경량,"1000Hz 폴링레이트 기반의 게이밍 마우스, 무게부담에 민감한 사용자에게 추천합니다."
P0370,PC_Peripherals,사무용 마우스,키크론랩,키크론랩 X4 Lite 사무용 마우스,79900,94,공용,블루투스 멀티페어링|1600DPI|USB-C 충전,그립감|클릭소음,저소음|인체공학|무선,1600DPI를 적용한 사무용 마우스. 그립감 부담을 줄여 장시간 사용에 적합합니다.
P0371,PC_Peripherals,사무용 마우스,에이펙스IO,에이펙스IO P4 Lite 사무용 마우스,76900,105,디자이너,2.4GHz 무선|1600DPI|AA 배터리 12개월|정숙 스크롤,배터리부족,장시간사용|저소음|휴대성|무선,디자이너 사용자를 겨냥한 사무용 마우스. 1600DPI 구성으로 배터리부족을 개선했습니다.
P0372,PC_Peripherals,무선 이어폰,노바핏,노바핏 X2 무선 이어폰,136900,7,공용,블루투스 5.3|주변음 허용모드,지연시간,휴대성|가성비|핫스왑|무선,주변음 허용모드를 적용한 무선 이어폰. 지연시간 부담을 줄여 장시간 사용에 적합합니다.
P0373,PC_Peripherals,무선 이어폰,코어웨이브,코어웨이브 P3 SE 무선 이어폰,216900,9,공용,블루투스 5.3|액티브 노이즈캔슬링|주변음 허용모드,통화품질,휴대성|핫스왑|저소음|무선,액티브 노이즈캔슬링을 적용한 무선 이어폰. 통화품질 부담을 줄여 장시간 사용에 적합합니다.
P0374,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 P4 Pro 게이밍 키보드,285900,1127,사무직,유선 연결|텐키리스|청축|핫스왑 소켓,키감|손목피로|채터링,저지연|장시간배터리|유선,텐키리스를 적용한 게이밍 키보드. 키감 부담을 줄여 장시간 사용에 적합합니다.
P0375,PC_Peripherals,사무용 마우스,오르빗,오르빗 G9 Max 사무용 마우스,22900,76,사무직,2.4GHz 무선|1600DPI|AA 배터리 12개월|USB-C 충전,배터리부족|클릭소음,인체공학|RGB|핫스왑|무선|경량,1600DPI를 적용한 사무용 마우스. 배터리부족 부담을 줄여 장시간 사용에 적합합니다.
