product_id,category,sub_category,brand,product_name,price,volume_ml,target_skin_type,ingredients,concerns,tags,description
P0103,Cosmetics,미백,보타닉힐,보타닉힐 미백 앰플 30ml,74900,30,공용,글루타치온|감초추출물,칙칙함|색소침착|기미,가벼운제형|고보습|논코메도제닉|EWG그린,"글루타치온을 핵심으로 배합한 미백 라인 앰플, 모든 피부에 부담 없이 사용 가능합니다."
P0104,Cosmetics,진정,리프팅데이,리프팅데이 진정 젤크림 50ml,36900,50,민감성,마데카소사이드|센텔라아시아티카|판테놀|어성초,민감|트러블,무향|끈적임없음,마데카소사이드 성분이 민감 고민을 집중 관리해주는 진정 젤크림입니다.
P0105,Cosmetics,보습,리프팅데이,리프팅데이 보습 로션 100ml,34900,100,공용,판테놀|시어버터|히알루론산,각질|건조함|속당김,EWG그린|고보습,판테놀 성분이 각질 고민을 집중 관리해주는 보습 로션입니다.
P0106,Cosmetics,미백,보타닉힐,보타닉힐 미백 토너 250ml,42900,250,지성,유자추출물|나이아신아마이드,색소침착|기미,쿨링|더모테스트완료|끈적임없음|비건,"유자추출물을 핵심으로 배합한 미백 라인 토너, 지성 피부에 부담 없이 사용 가능합니다."
P0107,Cosmetics,보습,클리어핏,클리어핏 보습 토너 150ml,19900,150,건성,시어버터|히알루론산|글리세린,각질|건조함|속당김,끈적임없음|더모테스트완료,"건성 피부를 위해 설계된 토너로, 시어버터가 각질을 케어합니다."
P0108,Cosmetics,안티에이징,뷰티코드,뷰티코드 안티에이징 앰플 30ml,75900,30,건성,아데노신|펩타이드|레티놀,다크서클|모공,무향|빠른흡수|고보습|데일리,"다크서클 때문에 고민이라면, 아데노신 함유 안티에이징 앰플로 데일리 케어를 시작해보세요."
P0109,Cosmetics,보습,더마노트,더마노트 보습 크림 80ml,85900,80,건성,세라마이드|글리세린|시어버터|스쿠알란,각질|장벽손상,고보습|무향,"각질 때문에 고민이라면, 세라마이드 함유 보습 크림으로 데일리 케어를 시작해보세요."
P0110,Cosmetics,미백,시카베이스,시카베이스 미백 크림 50ml,46900,50,공용,알부틴|글루타치온|유자추출물|감초추출물,칙칙함|기미|잡티,가벼운제형|고보습,50ml 용량의 크림. 알부틴 배합으로 칙칙함 개선에 도움을 줍니다.
P0111,Cosmetics,미백,보타닉힐,보타닉힐 미백 앰플 30ml,41900,30,공용,글루타치온|비타민C|트라넥삼산,색소침착|칙칙함,저자극|EWG그린|고보습,"모든 피부를 위해 설계된 앰플로, 글루타치온이 색소침착을 케어합니다."
P0112,Cosmetics,진정,더마노트,더마노트 진정 토너 200ml,24900,200,민감성,어성초|아줄렌|판테놀,민감,쿨링|저자극|논코메도제닉,"민감성 피부를 위해 설계된 토너로, 어성초가 민감을 케어합니다."
P0113,Cosmetics,보습,뷰티코드,뷰티코드 보습 크림 100ml,75900,100,건성,콜라겐|글리세린,속당김|건조함|각질,데일리|저자극|쿨링,100ml 용량의 크림. 콜라겐 배합으로 속당김 개선에 도움을 줍니다.
P0114,Cosmetics,미백,모이스트업,모이스트업 미백 크림 80ml,52900,80,공용,비타민C|감초추출물|트라넥삼산,잡티|기미,쿨링|논코메도제닉|비건,"잡티 때문에 고민이라면, 비타민C 함유 미백 크림으로 데일리 케어를 시작해보세요."
P0115,Cosmetics,보습,포뮬러9,포뮬러9 보습 크림 50ml,45900,50,공용,판테놀|스쿠알란|글리세린|아보카도오일,건조함|속당김,빠른흡수|쿨링,판테놀 성분이 건조함 고민을 집중 관리해주는 보습 크림입니다.
P0116,Cosmetics,미백,뷰티코드,뷰티코드 미백 세럼 50ml,72900,50,복합성,트라넥삼산|글루타치온,색소침착|기미,끈적임없음|EWG그린|무향,"트라넥삼산을 핵심으로 배합한 미백 라인 세럼, 복합성 피부에 부담 없이 사용 가능합니다."
P0117,Cosmetics,진정,포뮬러9,포뮬러9 진정 토너 150ml,44900,150,민감성,어성초|알란토인|판테놀,홍조|피지과다,비건|가벼운제형,어성초 성분이 홍조 고민을 집중 관리해주는 진정 토너입니다.
P0118,Cosmetics,보습,리프팅데이,리프팅데이 보습 토너 500ml,22900,500,건성,히알루론산|세라마이드,건조함|속당김,데일리|빠른흡수,히알루론산 성분이 건조함 고민을 집중 관리해주는 보습 토너입니다.
P0119,Cosmetics,진정,뷰티코드,뷰티코드 진정 마스크팩 23ml,5900,23,민감성,센텔라아시아티카|티트리|알란토인,피지과다|여드름|트러블,끈적임없음|무향|비건|더모테스트완료,"민감성 피부를 위해 설계된 마스크팩으로, 센텔라아시아티카가 피지과다를 케어합니다."
P0120,Cosmetics,보습,시카베이스,시카베이스 보습 크림 100ml,54900,100,건성,시어버터|히알루론산,각질|건조함|장벽손상,고보습|무향|비건,시어버터 성분이 각질 고민을 집중 관리해주는 보습 크림입니다.
P0121,Cosmetics,안티에이징,더마노트,더마노트 안티에이징 세럼 50ml,56900,50,공용,펩타이드|아데노신|레티놀,탄력저하|주름,끈적임없음|저자극|더모테스트완료,"탄력저하 때문에 고민이라면, 펩타이드 함유 안티에이징 세럼으로 데일리 케어를 시작해보세요."
P0122,Cosmetics,보습,클리어핏,클리어핏 보습 크림 50ml,73900,50,복합성,콜라겐|히알루론산|세라마이드|글리세린,장벽손상|속당김,고보습|쿨링,"콜라겐을 핵심으로 배합한 보습 라인 크림, 복합성 피부에 부담 없이 사용 가능합니다."
P0123,Cosmetics,진정,뷰티코드,뷰티코드 진정 세럼 30ml,72900,30,민감성,프로폴리스|센텔라아시아티카|티트리|마데카소사이드,민감|피지과다|홍조,데일리|비건|끈적임없음|가벼운제형,프로폴리스 성분이 민감 고민을 집중 관리해주는 진정 세럼입니다.
P0124,Cosmetics,보습,뷰티코드,뷰티코드 보습 세럼 30ml,44900,30,건성,스쿠알란|히알루론산|콜라겐|글리세린,장벽손상|각질|속당김,고보습|논코메도제닉|쿨링,30ml 용량의 세럼. 스쿠알란 배합으로 장벽손상 개선에 도움을 줍니다.
P0125,Cosmetics,진정,클리어핏,클리어핏 진정 세럼 40ml,104900,40,공용,센텔라아시아티카|마데카소사이드|판테놀,트러블|홍조,끈적임없음|데일리|무향,"트러블 때문에 고민이라면, 센텔라아시아티카 함유 진정 세럼으로 데일리 케어를 시작해보세요."
P0126,Cosmetics,진정,클리어핏,클리어핏 진정 젤크림 50ml,45900,50,민감성,프로폴리스|아줄렌|센텔라아시아티카,트러블|홍조|민감,더모테스트완료|무향|비건,"프로폴리스를 핵심으로 배합한 진정 라인 젤크림, 민감성 피부에 부담 없이 사용 가능합니다."
P0127,Cosmetics,진정,리프팅데이,리프팅데이 진정 세럼 50ml,25900,50,민감성,티트리|어성초|마데카소사이드,트러블|피지과다|홍조,쿨링|끈적임없음,티트리 성분이 트러블 고민을 집중 관리해주는 진정 세럼입니다.
P0128,Cosmetics,미백,뷰티코드,뷰티코드 미백 앰플 50ml,29900,50,공용,유자추출물|알부틴,기미,빠른흡수|가벼운제형|EWG그린|데일리,유자추출물 성분이 기미 고민을 집중 관리해주는 미백 앰플입니다.
P0129,Cosmetics,보습,모이스트업,모이스트업 보습 크림 60ml,94900,60,공용,판테놀|콜라겐,각질|건조함,데일리|저자극|무향|비건,"판테놀을 핵심으로 배합한 보습 라인 크림, 모든 피부에 부담 없이 사용 가능합니다."
P0130,Cosmetics,진정,리프팅데이,리프팅데이 진정 토너 300ml,30900,300,민감성,마데카소사이드|알란토인|어성초,피지과다|트러블,고보습|빠른흡수|더모테스트완료,"민감성 피부를 위해 설계된 토너로, 마데카소사이드가 피지과다를 케어합니다."
P0131,Cosmetics,안티에이징,리프팅데이,리프팅데이 안티에이징 크림 60ml,24900,60,복합성,펩타이드|콜라겐,모공|주름,데일리|비건|저자극|논코메도제닉,"펩타이드를 핵심으로 배합한 안티에이징 라인 크림, 복합성 피부에 부담 없이 사용 가능합니다."
P0132,Cosmetics,진정,시카베이스,시카베이스 진정 세럼 50ml,62900,50,복합성,센텔라아시아티카|마데카소사이드|어성초|프로폴리스,피지과다|홍조|트러블,비건|쿨링,"복합성 피부를 위해 설계된 세럼으로, 센텔라아시아티카가 피지과다를 케어합니다."
P0133,Cosmetics,보습,모이스트업,모이스트업 보습 로션 150ml,22900,150,민감성,시어버터|아보카도오일|히알루론산|세라마이드,건조함,데일리|가벼운제형|논코메도제닉,150ml 용량의 로션. 시어버터 배합으로 건조함 개선에 도움을 줍니다.
P0134,Cosmetics,안티에이징,리프팅데이,리프팅데이 안티에이징 크림 80ml,58900,80,복합성,EGF|세라마이드|콜라겐,다크서클|탄력저하|주름,끈적임없음|저자극,EGF 성분이 다크서클 고민을 집중 관리해주는 안티에이징 크림입니다.
P0135,Cosmetics,보습,뷰티코드,뷰티코드 보습 크림 100ml,62900,100,건성,아보카도오일|시어버터|스쿠알란,장벽손상|건조함|각질,쿨링|논코메도제닉,아보카도오일 성분이 장벽손상 고민을 집중 관리해주는 보습 크림입니다.
P0136,Cosmetics,보습,뷰티코드,뷰티코드 보습 세럼 50ml,106900,50,건성,시어버터|세라마이드|콜라겐,건조함|속당김,빠른흡수|비건,"건성 피부를 위해 설계된 세럼으로, 시어버터가 건조함을 케어합니다."
P0137,Cosmetics,진정,보타닉힐,보타닉힐 진정 세럼 40ml,49900,40,지성,알란토인|센텔라아시아티카|어성초,홍조|피지과다,끈적임없음|무향|저자극,알란토인 성분이 홍조 고민을 집중 관리해주는 진정 세럼입니다.
P0138,Cosmetics,안티에이징,포뮬러9,포뮬러9 안티에이징 아이크림 15ml,109900,15,공용,콜라겐|EGF|바쿠치올|코엔자임Q10,모공|다크서클,EWG그린|쿨링|무향|비건,"모공 때문에 고민이라면, 콜라겐 함유 안티에이징 아이크림으로 데일리 케어를 시작해보세요."
P0139,Cosmetics,보습,시카베이스,시카베이스 보습 로션 200ml,17900,200,공용,세라마이드|시어버터|판테놀|히알루론산,각질|속당김|장벽손상,가벼운제형|고보습|무향|비건,세라마이드 성분이 각질 고민을 집중 관리해주는 보습 로션입니다.
P0140,Cosmetics,보습,포뮬러9,포뮬러9 보습 토너 500ml,24900,500,건성,히알루론산|콜라겐|아보카도오일|시어버터,각질|속당김,가벼운제형|비건|빠른흡수|쿨링,"건성 피부를 위해 설계된 토너로, 히알루론산이 각질을 케어합니다."
P0141,Cosmetics,진정,시카베이스,시카베이스 진정 세럼 30ml,79900,30,공용,판테놀|어성초|센텔라아시아티카,트러블|여드름,EWG그린|끈적임없음|논코메도제닉|데일리,"트러블 때문에 고민이라면, 판테놀 함유 진정 세럼으로 데일리 케어를 시작해보세요."
P0142,Cosmetics,미백,포뮬러9,포뮬러9 미백 앰플 30ml,96900,30,지성,나이아신아마이드|트라넥삼산|비타민C,색소침착,쿨링|EWG그린|빠른흡수|고보습,30ml 용량의 앰플. 나이아신아마이드 배합으로 색소침착 개선에 도움을 줍니다.
P0143,Cosmetics,미백,모이스트업,모이스트업 미백 토너 250ml,35900,250,건성,트라넥삼산|알부틴|감초추출물|글루타치온,잡티,더모테스트완료|EWG그린|논코메도제닉,"트라넥삼산을 핵심으로 배합한 미백 라인 토너, 건성 피부에 부담 없이 사용 가능합니다."
P0144,Cosmetics,진정,더마노트,더마노트 진정 세럼 50ml,42900,50,민감성,어성초|알란토인|아줄렌,민감,빠른흡수|비건|고보습,어성초 성분이 민감 고민을 집중 관리해주는 진정 세럼입니다.
P0145,Cosmetics,진정,퓨어리즘,퓨어리즘 진정 젤크림 50ml,40900,50,민감성,프로폴리스|알란토인,여드름|피지과다|홍조,끈적임없음|무향,50ml 용량의 젤크림. 프로폴리스 배합으로 여드름 개선에 도움을 줍니다.
P0146,Cosmetics,안티에이징,센텔라랩,센텔라랩 안티에이징 크림 80ml,94900,80,건성,EGF|펩타이드,주름,끈적임없음|비건,80ml 용량의 크림. EGF 배합으로 주름 개선에 도움을 줍니다.
P0147,Cosmetics,진정,더마노트,더마노트 진정 토너 500ml,35900,500,공용,판테놀|어성초|마데카소사이드,여드름|민감,논코메도제닉|비건|저자극,500ml 용량의 토너. 판테놀 배합으로 여드름 개선에 도움을 줍니다.
P0148,Cosmetics,보습,모이스트업,모이스트업 보습 크림 50ml,23900,50,복합성,콜라겐|히알루론산|아보카도오일|스쿠알란,각질|장벽손상|건조함,빠른흡수|고보습|데일리,"콜라겐을 핵심으로 배합한 보습 라인 크림, 복합성 피부에 부담 없이 사용 가능합니다."
P0149,Cosmetics,미백,뷰티코드,뷰티코드 미백 세럼 50ml,87900,50,지성,나이아신아마이드|감초추출물,기미|칙칙함,무향|빠른흡수|EWG그린|저자극,"지성 피부를 위해 설계된 세럼으로, 나이아신아마이드가 기미를 케어합니다."
P0150,Cosmetics,보습,아쿠아셀,아쿠아셀 보습 토너 150ml,23900,150,건성,글리세린|세라마이드|히알루론산,각질,무향|더모테스트완료|저자극|논코메도제닉,"각질 때문에 고민이라면, 글리세린 함유 보습 토너로 데일리 케어를 시작해보세요."
P0151,Cosmetics,미백,센텔라랩,센텔라랩 미백 세럼 30ml,81900,30,공용,유자추출물|나이아신아마이드|트라넥삼산,잡티|색소침착|칙칙함,저자극|더모테스트완료|고보습,유자추출물 성분이 잡티 고민을 집중 관리해주는 미백 세럼입니다.
P0152,Cosmetics,보습,글로우랩,글로우랩 보습 크림 50ml,56900,50,건성,시어버터|아보카도오일,장벽손상|건조함|속당김,EWG그린|고보습|저자극|무향,"건성 피부를 위해 설계된 크림으로, 시어버터가 장벽손상을 케어합니다."
P0153,Cosmetics,안티에이징,퓨어리즘,퓨어리즘 안티에이징 앰플 50ml,60900,50,민감성,레티놀|세라마이드|EGF|콜라겐,주름|탄력저하,쿨링|데일리|빠른흡수|고보습,50ml 용량의 앰플. 레티놀 배합으로 주름 개선에 도움을 줍니다.
P0154,Cosmetics,보습,클리어핏,클리어핏 보습 크림 50ml,65900,50,공용,콜라겐|스쿠알란|세라마이드,각질|속당김,데일리|빠른흡수,"모든 피부를 위해 설계된 크림으로, 콜라겐이 각질을 케어합니다."
P0155,Cosmetics,미백,모이스트업,모이스트업 미백 토너 300ml,30900,300,복합성,감초추출물|트라넥삼산|유자추출물|알부틴,색소침착|칙칙함|기미,저자극|논코메도제닉,"감초추출물을 핵심으로 배합한 미백 라인 토너, 복합성 피부에 부담 없이 사용 가능합니다."
P0156,Cosmetics,진정,포뮬러9,포뮬러9 진정 마스크팩 23ml,6900,23,민감성,티트리|알란토인,트러블|홍조|피지과다,고보습|가벼운제형,"트러블 때문에 고민이라면, 티트리 함유 진정 마스크팩으로 데일리 케어를 시작해보세요."
P0157,Cosmetics,안티에이징,시카베이스,시카베이스 안티에이징 앰플 30ml,99900,30,공용,콜라겐|세라마이드,다크서클|탄력저하,무향|더모테스트완료,"모든 피부를 위해 설계된 앰플로, 콜라겐이 다크서클을 케어합니다."
P0158,Cosmetics,진정,퓨어리즘,퓨어리즘 진정 토너 150ml,14900,150,민감성,티트리|프로폴리스,여드름,더모테스트완료|논코메도제닉|비건,티트리 성분이 여드름 고민을 집중 관리해주는 진정 토너입니다.
P0159,Cosmetics,진정,리프팅데이,리프팅데이 진정 마스크팩 30ml,8900,30,민감성,아줄렌|알란토인|마데카소사이드|티트리,피지과다|트러블|여드름,고보습|논코메도제닉|EWG그린|더모테스트완료,"피지과다 때문에 고민이라면, 아줄렌 함유 진정 마스크팩으로 데일리 케어를 시작해보세요."
P0160,Cosmetics,보습,글로우랩,글로우랩 보습 크림 80ml,66900,80,건성,시어버터|스쿠알란|히알루론산|판테놀,속당김|각질|장벽손상,쿨링|논코메도제닉|저자극|데일리,"건성 피부를 위해 설계된 크림으로, 시어버터가 속당김을 케어합니다."
P0161,Cosmetics,보습,뷰티코드,뷰티코드 보습 크림 80ml,22900,80,건성,글리세린|히알루론산,장벽손상|각질,가벼운제형|EWG그린|끈적임없음|더모테스트완료,"글리세린을 핵심으로 배합한 보습 라인 크림, 건성 피부에 부담 없이 사용 가능합니다."
P0162,Cosmetics,미백,모이스트업,모이스트업 미백 크림 100ml,44900,100,지성,알부틴|글루타치온,기미,데일리|가벼운제형,"기미 때문에 고민이라면, 알부틴 함유 미백 크림으로 데일리 케어를 시작해보세요."
P0163,Cosmetics,미백,클리어핏,클리어핏 미백 토너 150ml,13900,150,건성,알부틴|비타민C|감초추출물|글루타치온,잡티|기미|색소침착,저자극|빠른흡수|무향,"잡티 때문에 고민이라면, 알부틴 함유 미백 토너로 데일리 케어를 시작해보세요."
P0164,Cosmetics,진정,퓨어리즘,퓨어리즘 진정 토너 150ml,39900,150,공용,판테놀|프로폴리스,트러블,더모테스트완료|빠른흡수,"판테놀을 핵심으로 배합한 진정 라인 토너, 모든 피부에 부담 없이 사용 가능합니다."
P0165,Cosmetics,진정,글로우랩,글로우랩 진정 젤크림 75ml,18900,75,민감성,티트리|어성초,민감|트러블,논코메도제닉|EWG그린,티트리 성분이 민감 고민을 집중 관리해주는 진정 젤크림입니다.
P0166,Cosmetics,미백,뷰티코드,뷰티코드 미백 크림 80ml,76900,80,공용,감초추출물|나이아신아마이드|유자추출물|비타민C,기미|색소침착|칙칙함,무향|데일리|저자극,"기미 때문에 고민이라면, 감초추출물 함유 미백 크림으로 데일리 케어를 시작해보세요."
P0167,Cosmetics,진정,아쿠아셀,아쿠아셀 진정 토너 500ml,29900,500,민감성,판테놀|아줄렌|프로폴리스,피지과다|트러블,가벼운제형|논코메도제닉|EWG그린,500ml 용량의 토너. 판테놀 배합으로 피지과다 개선에 도움을 줍니다.
P0168,Cosmetics,보습,리프팅데이,리프팅데이 보습 로션 200ml,23900,200,건성,히알루론산|시어버터,각질|속당김,쿨링|가벼운제형,"히알루론산을 핵심으로 배합한 보습 라인 로션, 건성 피부에 부담 없이 사용 가능합니다."
P0169,Cosmetics,미백,더마노트,더마노트 미백 앰플 30ml,59900,30,공용,나이아신아마이드|글루타치온|트라넥삼산|알부틴,칙칙함|기미,무향|비건|EWG그린,"나이아신아마이드를 핵심으로 배합한 미백 라인 앰플, 모든 피부에 부담 없이 사용 가능합니다."
P0170,Cosmetics,보습,퓨어리즘,퓨어리즘 보습 로션 100ml,27900,100,공용,시어버터|판테놀|글리세린,각질|장벽손상,끈적임없음|가벼운제형|저자극,"각질 때문에 고민이라면, 시어버터 함유 보습 로션으로 데일리 케어를 시작해보세요."
P0171,Cosmetics,미백,리프팅데이,리프팅데이 미백 세럼 30ml,90900,30,건성,비타민C|알부틴|유자추출물,기미|색소침착,쿨링|더모테스트완료|빠른흡수,30ml 용량의 세럼. 비타민C 배합으로 기미 개선에 도움을 줍니다.
P0172,Cosmetics,미백,더마노트,더마노트 미백 앰플 50ml,58900,50,건성,비타민C|감초추출물|글루타치온|유자추출물,잡티|기미,더모테스트완료|EWG그린|데일리,"건성 피부를 위해 설계된 앰플로, 비타민C가 잡티를 케어합니다."
P0173,Cosmetics,미백,클리어핏,클리어핏 미백 세럼 40ml,83900,40,공용,비타민C|알부틴,칙칙함|색소침착,더모테스트완료|끈적임없음,"칙칙함 때문에 고민이라면, 비타민C 함유 미백 세럼으로 데일리 케어를 시작해보세요."
P0174,Cosmetics,안티에이징,아쿠아셀,아쿠아셀 안티에이징 세럼 40ml,30900,40,공용,코엔자임Q10|EGF,다크서클,고보습|저자극|빠른흡수|무향,40ml 용량의 세럼. 코엔자임Q10 배합으로 다크서클 개선에 도움을 줍니다.
P0175,Cosmetics,보습,모이스트업,모이스트업 보습 로션 100ml,16900,100,건성,글리세린|시어버터,장벽손상|건조함|각질,비건|고보습,100ml 용량의 로션. 글리세린 배합으로 장벽손상 개선에 도움을 줍니다.
P0176,Cosmetics,진정,클리어핏,클리어핏 진정 세럼 40ml,47900,40,지성,알란토인|아줄렌|어성초|판테놀,민감|홍조|트러블,고보습|쿨링,"알란토인을 핵심으로 배합한 진정 라인 세럼, 지성 피부에 부담 없이 사용 가능합니다."
P0177,Cosmetics,보습,센텔라랩,센텔라랩 보습 로션 150ml,46900,150,복합성,아보카도오일|시어버터|세라마이드|판테놀,장벽손상|속당김,쿨링|비건|EWG그린|저자극,"아보카도오일을 핵심으로 배합한 보습 라인 로션, 복합성 피부에 부담 없이 사용 가능합니다."
P0178,Cosmetics,안티에이징,보타닉힐,보타닉힐 안티에이징 크림 100ml,83900,100,공용,EGF|콜라겐|아데노신,주름|다크서클,EWG그린|무향,EGF 성분이 주름 고민을 집중 관리해주는 안티에이징 크림입니다.
P0179,Cosmetics,보습,모이스트업,모이스트업 보습 세럼 50ml,52900,50,건성,아보카도오일|히알루론산|콜라겐,속당김|각질,빠른흡수|데일리|무향,"아보카도오일을 핵심으로 배합한 보습 라인 세럼, 건성 피부에 부담 없이 사용 가능합니다."
P0180,Cosmetics,미백,더마노트,더마노트 미백 앰플 15ml,44900,15,건성,글루타치온|비타민C|유자추출물|감초추출물,칙칙함,저자극|데일리,글루타치온 성분이 칙칙함 고민을 집중 관리해주는 미백 앰플입니다.
P0181,Cosmetics,미백,포뮬러9,포뮬러9 미백 크림 80ml,31900,80,지성,유자추출물|알부틴|감초추출물|비타민C,기미|칙칙함|색소침착,무향|논코메도제닉|비건,"기미 때문에 고민이라면, 유자추출물 함유 미백 크림으로 데일리 케어를 시작해보세요."
P0182,Cosmetics,안티에이징,아쿠아셀,아쿠아셀 안티에이징 세럼 30ml,64900,30,공용,코엔자임Q10|바쿠치올,탄력저하|모공,고보습|쿨링,30ml 용량의 세럼. 코엔자임Q10 배합으로 탄력저하 개선에 도움을 줍니다.
P0183,Cosmetics,미백,뷰티코드,뷰티코드 미백 토너 250ml,47900,250,지성,나이아신아마이드|트라넥삼산,색소침착|잡티,EWG그린|무향|저자극,"색소침착 때문에 고민이라면, 나이아신아마이드 함유 미백 토너로 데일리 케어를 시작해보세요."
P0184,Cosmetics,안티에이징,뷰티코드,뷰티코드 안티에이징 세럼 50ml,89900,50,복합성,EGF|레티놀,주름|모공,고보습|더모테스트완료|빠른흡수|비건,EGF 성분이 주름 고민을 집중 관리해주는 안티에이징 세럼입니다.
P0185,Cosmetics,진정,보타닉힐,보타닉힐 진정 토너 500ml,41900,500,공용,마데카소사이드|티트리|프로폴리스|아줄렌,트러블|피지과다|여드름,저자극|빠른흡수,"마데카소사이드를 핵심으로 배합한 진정 라인 토너, 모든 피부에 부담 없이 사용 가능합니다."
P0186,Cosmetics,미백,센텔라랩,센텔라랩 미백 세럼 40ml,45900,40,복합성,감초추출물|트라넥삼산|나이아신아마이드|비타민C,색소침착|칙칙함|잡티,빠른흡수|데일리,감초추출물 성분이 색소침착 고민을 집중 관리해주는 미백 세럼입니다.
P0187,Cosmetics,안티에이징,클리어핏,클리어핏 안티에이징 크림 60ml,26900,60,건성,바쿠치올|콜라겐|세라마이드|코엔자임Q10,다크서클,저자극|쿨링|끈적임없음,60ml 용량의 크림. 바쿠치올 배합으로 다크서클 개선에 도움을 줍니다.
P0188,Cosmetics,보습,더마노트,더마노트 보습 크림 50ml,71900,50,공용,세라마이드|글리세린|스쿠알란,속당김|각질|장벽손상,쿨링|더모테스트완료|저자극|빠른흡수,세라마이드 성분이 속당김 고민을 집중 관리해주는 보습 크림입니다.
P0189,Cosmetics,안티에이징,아쿠아셀,아쿠아셀 안티에이징 앰플 15ml,106900,15,건성,아데노신|펩타이드|레티놀|EGF,주름|다크서클|탄력저하,고보습|더모테스트완료|비건|끈적임없음,아데노신 성분이 주름 고민을 집중 관리해주는 안티에이징 앰플입니다.
P0190,Cosmetics,안티에이징,포뮬러9,포뮬러9 안티에이징 크림 100ml,50900,100,건성,콜라겐|코엔자임Q10|EGF|펩타이드,다크서클|탄력저하|모공,끈적임없음|무향|가벼운제형|쿨링,100ml 용량의 크림. 콜라겐 배합으로 다크서클 개선에 도움을 줍니다.
P0191,Cosmetics,미백,포뮬러9,포뮬러9 미백 크림 100ml,68900,100,건성,나이아신아마이드|알부틴|글루타치온,색소침착,저자극|끈적임없음|논코메도제닉,"나이아신아마이드를 핵심으로 배합한 미백 라인 크림, 건성 피부에 부담 없이 사용 가능합니다."
P0192,Cosmetics,진정,클리어핏,클리어핏 진정 마스크팩 23ml,9900,23,민감성,센텔라아시아티카|아줄렌|마데카소사이드|어성초,여드름|민감,더모테스트완료|가벼운제형|끈적임없음,"센텔라아시아티카를 핵심으로 배합한 진정 라인 마스크팩, 민감성 피부에 부담 없이 사용 가능합니다."
P0193,Cosmetics,진정,센텔라랩,센텔라랩 진정 젤크림 100ml,38900,100,민감성,알란토인|아줄렌|센텔라아시아티카|마데카소사이드,트러블|홍조,저자극|빠른흡수|비건,"알란토인을 핵심으로 배합한 진정 라인 젤크림, 민감성 피부에 부담 없이 사용 가능합니다."
P0194,Cosmetics,진정,뷰티코드,뷰티코드 진정 세럼 30ml,75900,30,지성,티트리|판테놀|센텔라아시아티카|아줄렌,트러블,가벼운제형|데일리|무향|저자극,티트리 성분이 트러블 고민을 집중 관리해주는 진정 세럼입니다.
P0195,Cosmetics,보습,보타닉힐,보타닉힐 보습 크림 50ml,90900,50,민감성,세라마이드|스쿠알란|판테놀,장벽손상|각질|속당김,끈적임없음|더모테스트완료|무향|비건,"세라마이드를 핵심으로 배합한 보습 라인 크림, 민감성 피부에 부담 없이 사용 가능합니다."
P0196,Cosmetics,보습,뷰티코드,뷰티코드 보습 세럼 30ml,55900,30,공용,스쿠알란|시어버터|아보카도오일|글리세린,속당김|장벽손상,더모테스트완료|비건|고보습,스쿠알란 성분이 속당김 고민을 집중 관리해주는 보습 세럼입니다.
P0197,Cosmetics,진정,뷰티코드,뷰티코드 진정 토너 500ml,29900,500,민감성,어성초|프로폴리스|티트리|알란토인,피지과다|여드름|홍조,고보습|더모테스트완료,500ml 용량의 토너. 어성초 배합으로 피지과다 개선에 도움을 줍니다.
P0198,Cosmetics,보습,시카베이스,시카베이스 보습 세럼 50ml,39900,50,공용,아보카도오일|콜라겐,건조함|각질|장벽손상,가벼운제형|무향,50ml 용량의 세럼. 아보카도오일 배합으로 건조함 개선에 도움을 줍니다.
P0199,Cosmetics,미백,모이스트업,모이스트업 미백 세럼 50ml,84900,50,건성,유자추출물|글루타치온|나이아신아마이드,색소침착|잡티,EWG그린|가벼운제형|무향,"유자추출물을 핵심으로 배합한 미백 라인 세럼, 건성 피부에 부담 없이 사용 가능합니다."
P0200,Cosmetics,미백,퓨어리즘,퓨어리즘 미백 세럼 30ml,68900,30,공용,트라넥삼산|유자추출물|알부틴,칙칙함,빠른흡수|가벼운제형,"모든 피부를 위해 설계된 세럼으로, 트라넥삼산이 칙칙함을 케어합니다."
