product_id,product_category_id,brand,name,food_form,price_krw,weight_g,kcal_per_100g,target_size_min,target_size_max,target_age_min_month,target_age_max_month,description,ingredients_verified,is_active,created_at,updated_at
105,4,냥푸드,냥푸드 트릿 03호,생식,6000,90,136,1,5,0,12,"고양이 전용 생식 트릿. 전 체구, 유아기 대상. 오메가3·타우린·게살 배합. 피부 관리 목적.",0,1,2026-05-23 13:07:20,2026-06-20 07:48:16
106,3,스노우독,스노우독 덴탈껌 03호,건식,5100,220,,1,2,0,12,"개 전용 건식 덴탈껌. 초소형~소형, 유아기 대상. 돼지고기·글루코사민 배합. 관절/치아/신장 관리 목적.",1,1,2023-02-15 09:25:30,2025-09-15 13:11:48
107,4,퍼피랩,퍼피랩 트릿 03호,공용,1700,60,314,1,5,0,1200,"개 전용 공용 트릿. 전 체구, 전 연령 대상. 오리고기·계란·가금부산물분 배합. 피부/소화 관리 목적.",1,1,2025-06-01 06:45:06,2025-11-29 15:10:48
108,1,헬시포,헬시포 사료 03호,건식,11800,1820,342,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 참치·병아리콩·동물성유지 배합. 관절 관리 목적.",1,1,2025-01-25 17:11:55,2026-05-30 03:17:55
109,5,멍푸드,멍푸드 수제간식 01호,습식,9600,190,70,1,2,0,1200,"개 전용 습식 수제간식. 초소형~소형, 전 연령 대상. 오리안심·돼지고기·홍합추출물 배합. 피부 관리 목적.",1,1,2024-09-05 01:04:18,2025-09-14 13:49:03
110,1,헬시포,헬시포 사료 04호,습식,28600,1340,108,1,2,0,1200,"개 전용 습식 사료. 초소형~소형, 전 연령 대상. 우육분·단호박·가금부산물분 배합. 다이어트/소화 관리 목적.",1,1,2026-06-30 21:00:56,2026-08-11 17:11:46
111,3,헬시포,헬시포 덴탈껌 02호,동결건조,12800,200,462,1,5,12,1200,"개 전용 동결건조 덴탈껌. 전 체구, 성년기 대상. 연어·스피루리나·아마씨 배합. 다이어트/치아 관리 목적.",1,1,2025-09-09 03:02:35,2025-11-22 23:35:25
112,1,헬시포,헬시포 사료 05호,건식,21400,4140,337,1,5,0,12,"개 전용 건식 사료. 전 체구, 유아기 대상. 계육분·연어·치즈분말 배합. 소화 관리 목적.",1,1,2025-01-01 14:40:44,2026-02-12 01:02:22
113,2,바크앤조이,바크앤조이 간식 02호,동결건조,11200,210,450,1,5,12,1200,"개 전용 동결건조 간식. 전 체구, 성년기 대상. 양고기·치즈분말·크랜베리 배합. 피부 관리 목적.",1,1,2024-08-24 23:11:03,2024-11-30 15:26:34
114,4,와일드포,와일드포 트릿 02호,동결건조,11900,100,492,1,5,0,1200,"개 전용 동결건조 트릿. 전 체구, 전 연령 대상. 계육분·양고기·동물성유지 배합. 피부/신장 관리 목적.",1,1,2026-07-16 17:58:07,2026-07-30 22:02:52
115,1,네이처독,네이처독 사료 02호,건식,35300,5120,367,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 오리고기·소고기·치즈분말 배합. 신장 관리 목적.",0,1,2026-04-27 11:07:24,2026-05-01 04:45:53
116,3,와일드포,와일드포 덴탈껌 02호,건식,7000,190,331,1,5,0,1200,"개 전용 건식 덴탈껌. 전 체구, 전 연령 대상. 닭고기·닭지방·우육분 배합. 치아/소화 관리 목적.",1,1,2024-06-12 05:10:54,2025-05-09 14:19:25
117,1,헬시포,헬시포 사료 06호,건식,22000,5640,389,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 닭지방·칠면조고기·고구마 배합. 신장 관리 목적.",1,1,2026-05-22 22:08:57,2026-06-18 04:35:45
118,1,그레인프리랩,그레인프리랩 사료 06호,건식,26200,7210,,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 돼지고기·대구살·계란 배합. 일상 급여 목적.",0,1,2025-04-01 20:21:48,2026-05-11 09:10:52
119,1,멍푸드,멍푸드 사료 05호,건식,96900,11860,331,1,2,0,1200,"개·고양이 공용 건식 사료. 초소형~소형, 전 연령 대상. 대두박·가금부산물분·게살 배합. 관절 관리 목적.",1,1,2026-07-29 06:15:13,2026-07-29 16:42:34
120,3,냥푸드,냥푸드 덴탈껌 07호,동결건조,10600,170,438,1,2,0,1200,"고양이 전용 동결건조 덴탈껌. 초소형~소형, 전 연령 대상. 오리안심·양고기·타우린 배합. 피부/치아/소화 관리 목적.",1,1,2026-03-18 23:39:35,2026-07-14 17:34:19
121,1,바크앤조이,바크앤조이 사료 08호,건식,24000,2060,,1,2,0,1200,"개 전용 건식 사료. 초소형~소형, 전 연령 대상. 닭고기·새우·보리 배합. 신장/소화 관리 목적.",0,1,2026-03-11 22:59:50,2026-05-21 11:52:25
122,1,헬시포,헬시포 사료 07호,건식,70500,8330,386,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 돼지고기·참치·대구살 배합. 다이어트/신장 관리 목적.",1,1,2023-08-18 02:16:32,2025-07-08 05:52:08
123,1,멍푸드,멍푸드 사료 06호,건식,59100,10090,371,4,5,0,12,"개 전용 건식 사료. 대형~초대형, 유아기 대상. 닭고기·소고기·소맥분 배합. 신장/소화 관리 목적.",1,1,2026-01-03 05:58:31,2026-04-03 23:07:08
124,5,헬시포,헬시포 수제간식 01호,동결건조,20900,210,491,4,5,0,12,"개 전용 동결건조 수제간식. 대형~초대형, 유아기 대상. 오리고기·유산균·착색료 배합. 일상 급여 목적.",1,1,2024-04-28 04:12:32,2026-01-21 17:44:51
125,1,헬시포,헬시포 사료 08호,공용,25800,2850,362,1,5,12,1200,"개 전용 공용 사료. 전 체구, 성년기 대상. 닭가슴살·소고기·소맥분 배합. 관절/다이어트 관리 목적.",1,0,2024-10-23 17:48:46,2025-08-31 20:36:43
126,5,퍼피랩,퍼피랩 수제간식 01호,건식,7800,220,402,5,5,0,1200,"대상 축종 미등록 건식 수제간식. 초대형 전용, 전 연령 대상. 가금부산물분 배합. 일상 급여 목적.",1,1,2025-05-03 22:10:36,2025-08-29 12:01:21
127,1,펫키친,펫키친 사료 07호,건식,56600,14890,368,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 돼지고기·새우·소맥분 배합. 일상 급여 목적.",0,1,2023-05-26 22:34:09,2024-02-15 09:13:57
128,5,와일드포,와일드포 수제간식 04호,공용,2800,100,385,1,5,0,1200,"개 전용 공용 수제간식. 전 체구, 전 연령 대상. 소고기 배합. 일상 급여 목적.",1,1,2025-01-18 23:42:43,2025-10-24 22:09:32
129,4,네이처독,네이처독 트릿 02호,동결건조,8800,60,438,1,5,12,1200,"개 전용 동결건조 트릿. 전 체구, 성년기 대상. 소고기·새우·어분 배합. 일상 급여 목적.",1,1,2026-07-03 06:50:39,2026-08-06 09:21:55
130,1,와일드포,와일드포 사료 07호,건식,62100,12040,427,4,5,12,1200,"개 전용 건식 사료. 대형~초대형, 성년기 대상. 우육분·양고기·대구살 배합. 다이어트 관리 목적.",1,1,2023-10-29 23:05:35,2026-03-14 12:07:51
131,1,캣테이블,캣테이블 사료 04호,건식,27700,6200,339,1,5,0,12,"고양이 전용 건식 사료. 전 체구, 유아기 대상. 참치·현미·백미 배합. 피부 관리 목적.",1,1,2023-12-14 12:35:10,2025-04-28 09:47:21
132,4,그레인프리랩,그레인프리랩 트릿 03호,동결건조,17400,150,405,4,5,12,1200,"개·고양이 공용 동결건조 트릿. 대형~초대형, 성년기 대상. 오리고기·양고기·돼지고기 배합. 일상 급여 목적.",1,1,2026-04-29 10:17:56,2026-05-17 08:22:16
133,1,헬시포,헬시포 사료 09호,건식,55200,11570,,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 오리고기·칠면조고기·새우 배합. 신장 관리 목적.",1,1,2023-06-13 04:23:25,2024-09-01 00:52:09
134,5,퍼피랩,퍼피랩 수제간식 02호,건식,11200,300,389,1,5,12,1200,"개 전용 건식 수제간식. 전 체구, 성년기 대상. 닭지방·새우·크랜베리 배합. 일상 급여 목적.",1,1,2026-02-03 11:07:09,2026-03-18 10:51:24
135,5,캣테이블,캣테이블 수제간식 02호,건식,5900,140,,1,5,0,12,"고양이 전용 건식 수제간식. 전 체구, 유아기 대상. 양고기·계란·오메가3 배합. 다이어트 관리 목적.",1,1,2024-05-06 04:03:59,2025-10-12 21:46:46
136,1,냥푸드,냥푸드 사료 09호,습식,6600,490,80,1,5,0,1200,"고양이 전용 습식 사료. 전 체구, 전 연령 대상. 칠면조고기·양고기·보리 배합. 관절/소화 관리 목적.",1,1,2023-12-17 04:16:51,2023-12-26 16:33:49
137,3,펫키친,펫키친 덴탈껌 01호,건식,14400,440,,1,5,0,12,"대상 축종 미등록 건식 덴탈껌. 전 체구, 유아기 대상. 오리안심·칠면조고기·프로바이오틱스 배합. 피부/치아 관리 목적.",1,1,2024-05-02 20:30:58,2026-04-14 18:26:45
138,4,냥푸드,냥푸드 트릿 04호,건식,11500,280,424,1,5,0,1200,"고양이 전용 건식 트릿. 전 체구, 전 연령 대상. 닭지방·우육분·치즈분말 배합. 관절/신장 관리 목적.",1,1,2025-12-17 20:07:38,2026-07-29 03:21:13
139,1,멍푸드,멍푸드 사료 07호,건식,40000,4850,385,1,5,0,1200,"개·고양이 공용 건식 사료. 전 체구, 전 연령 대상. 계육분·양고기·완두단백 배합. 관절/다이어트 관리 목적.",1,1,2026-07-18 02:54:49,2026-08-19 17:19:16
140,1,퍼피랩,퍼피랩 사료 05호,습식,14100,1240,95,1,2,0,1200,"개 전용 습식 사료. 초소형~소형, 전 연령 대상. 계육분·단호박·비트펄프 배합. 일상 급여 목적.",1,1,2023-02-25 19:31:14,2025-03-16 03:39:36
141,1,바크앤조이,바크앤조이 사료 09호,건식,28700,7720,355,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 오리고기·칠면조고기·대구살 배합. 일상 급여 목적.",1,1,2025-04-25 12:16:02,2025-05-13 06:46:56
142,1,스노우독,스노우독 사료 09호,건식,39400,11390,382,2,2,0,1200,"개 전용 건식 사료. 소형 전용, 전 연령 대상. 대구살·백미·아마씨 배합. 소화 관리 목적.",1,1,2023-01-26 03:57:58,2025-02-22 06:27:46
143,4,그레인프리랩,그레인프리랩 트릿 04호,공용,2700,90,351,1,5,0,1200,"개 전용 공용 트릿. 전 체구, 전 연령 대상. 칠면조고기·탈지분유·글루코사민 배합. 피부/신장 관리 목적.",1,1,2026-07-13 15:50:27,2026-08-14 03:11:51
144,3,캣테이블,캣테이블 덴탈껌 02호,동결건조,5700,70,403,4,5,84,1200,"고양이 전용 동결건조 덴탈껌. 대형~초대형, 노령기 대상. 닭가슴살·계육분·새우 배합. 치아/신장/소화 관리 목적.",1,1,2023-04-15 15:56:18,2025-05-30 15:27:23
145,2,퍼피랩,퍼피랩 간식 01호,공용,20500,490,385,1,5,0,1200,"개 전용 공용 간식. 전 체구, 전 연령 대상. 닭가슴살·소고기·우육분 배합. 다이어트 관리 목적.",1,1,2025-05-30 18:51:44,2025-07-10 04:44:36
146,5,도그밀,도그밀 수제간식 03호,습식,7100,170,83,1,5,0,12,"개 전용 습식 수제간식. 전 체구, 유아기 대상. 양고기·연어·대구살 배합. 신장 관리 목적.",0,1,2024-04-15 20:07:30,2025-05-25 21:32:22
147,3,캣테이블,캣테이블 덴탈껌 03호,습식,12600,270,118,1,2,0,1200,"고양이 전용 습식 덴탈껌. 초소형~소형, 전 연령 대상. 양고기·새우·타우린 배합. 다이어트/치아 관리 목적.",1,1,2024-04-04 22:56:47,2026-04-19 15:40:28
148,5,펫키친,펫키친 수제간식 03호,동결건조,6200,110,411,1,5,0,12,"개 전용 동결건조 수제간식. 전 체구, 유아기 대상. 칠면조고기·참치·밀웜분말 배합. 피부 관리 목적.",1,1,2023-06-12 07:36:09,2026-06-01 08:45:28
149,4,도그밀,도그밀 트릿 02호,공용,3800,80,335,4,5,84,1200,"개 전용 공용 트릿. 대형~초대형, 노령기 대상. 닭지방·칠면조고기·참치 배합. 다이어트 관리 목적.",1,1,2026-03-15 20:01:41,2026-05-26 00:59:46
150,1,캣테이블,캣테이블 사료 05호,습식,37000,1960,116,4,5,0,12,"고양이 전용 습식 사료. 대형~초대형, 유아기 대상. 오리고기·연어·보리 배합. 다이어트 관리 목적.",1,1,2024-03-24 19:32:21,2024-06-30 08:05:06
151,3,퍼피랩,퍼피랩 덴탈껌 02호,생식,9700,220,138,1,5,12,1200,"개 전용 생식 덴탈껌. 전 체구, 성년기 대상. 닭고기·오리안심·새우 배합. 치아/신장/소화 관리 목적.",1,1,2023-06-14 01:01:55,2023-07-04 19:19:30
152,1,캣테이블,캣테이블 사료 06호,동결건조,21200,210,431,1,5,0,1200,"고양이 전용 동결건조 사료. 전 체구, 전 연령 대상. 대두박·크랜베리·타우린 배합. 피부 관리 목적.",1,1,2025-12-11 22:00:29,2026-06-29 05:52:16
153,1,캣테이블,캣테이블 사료 07호,건식,23900,7030,332,1,5,0,1200,"고양이 전용 건식 사료. 전 체구, 전 연령 대상. 닭가슴살·오리안심·소고기 배합. 일상 급여 목적.",1,1,2025-10-09 09:18:56,2026-02-02 22:47:51
154,1,멍푸드,멍푸드 사료 08호,습식,28700,1420,72,1,5,12,1200,"개 전용 습식 사료. 전 체구, 성년기 대상. 양고기·참치·대두박 배합. 피부 관리 목적.",1,1,2023-06-29 09:56:17,2024-03-27 22:43:11
155,2,바크앤조이,바크앤조이 간식 03호,건식,13300,280,428,1,5,0,1200,"개 전용 건식 간식. 전 체구, 전 연령 대상. 글루코사민·게살 배합. 관절/피부 관리 목적.",1,1,2026-06-17 15:21:13,2026-07-06 10:58:50
156,1,와일드포,와일드포 사료 08호,건식,19100,1600,416,1,5,84,1200,"개 전용 건식 사료. 전 체구, 노령기 대상. 오리고기·치즈분말·밀 배합. 관절/피부 관리 목적.",1,1,2026-01-21 19:13:14,2026-03-18 14:55:16
157,2,헬시포,헬시포 간식 01호,공용,3700,80,,1,5,0,1200,"개 전용 공용 간식. 전 체구, 전 연령 대상. 닭지방·칠면조고기·돼지고기 배합. 일상 급여 목적.",1,1,2024-05-08 01:01:27,2026-06-05 18:02:40
158,1,캣테이블,캣테이블 사료 08호,건식,24300,3430,406,1,5,12,1200,"고양이 전용 건식 사료. 전 체구, 성년기 대상. 요거트분말·현미·감자전분 배합. 일상 급여 목적.",1,1,2023-05-21 12:57:34,2026-02-16 16:18:58
159,1,헬시포,헬시포 사료 10호,생식,12200,470,185,1,5,0,1200,"개 전용 생식 사료. 전 체구, 전 연령 대상. 오리안심·프로바이오틱스·베이커리부산물 배합. 신장/소화 관리 목적.",1,1,2024-04-13 00:23:45,2025-12-21 01:05:48
160,3,헬시포,헬시포 덴탈껌 03호,건식,9700,430,349,1,5,0,1200,"개 전용 건식 덴탈껌. 전 체구, 전 연령 대상. 칠면조고기·오메가3·아마씨 배합. 피부/치아 관리 목적.",1,0,2025-02-23 16:26:37,2026-07-05 07:32:12
161,3,멍푸드,멍푸드 덴탈껌 02호,건식,12500,230,339,1,5,0,1200,"개 전용 건식 덴탈껌. 전 체구, 전 연령 대상. 소고기·우육분·돼지고기 배합. 치아 관리 목적.",1,1,2025-01-07 08:55:59,2026-01-05 08:26:45
162,3,와일드포,와일드포 덴탈껌 03호,동결건조,11200,170,496,1,5,0,12,"개 전용 동결건조 덴탈껌. 전 체구, 유아기 대상. 닭가슴살·오리고기·연어 배합. 치아 관리 목적.",1,1,2024-01-27 05:26:57,2024-09-30 10:30:35
163,3,캣테이블,캣테이블 덴탈껌 04호,동결건조,9900,170,418,1,5,0,1200,"고양이 전용 동결건조 덴탈껌. 전 체구, 전 연령 대상. 참치·난황분말·타우린 배합. 치아/신장 관리 목적.",0,0,2023-03-12 14:29:12,2023-05-21 12:09:45
164,3,펫키친,펫키친 덴탈껌 02호,건식,5800,130,383,1,5,0,1200,"개·고양이 공용 건식 덴탈껌. 전 체구, 전 연령 대상. 오리안심·연어오일 배합. 치아 관리 목적.",1,1,2023-01-04 16:18:40,2023-03-26 21:08:55
165,3,퍼피랩,퍼피랩 덴탈껌 03호,동결건조,15600,280,459,1,2,0,1200,"개 전용 동결건조 덴탈껌. 초소형~소형, 전 연령 대상. 돼지고기·홍합추출물·비트펄프 배합. 피부/치아 관리 목적.",1,1,2026-04-06 09:03:32,2026-08-22 12:24:45
166,1,펫키친,펫키친 사료 08호,건식,58200,7390,382,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 연어오일·참치·홍합추출물 배합. 소화 관리 목적.",0,1,2023-06-01 23:34:58,2025-01-16 02:37:58
167,1,펫키친,펫키친 사료 09호,건식,13900,3020,389,1,2,12,1200,"개·고양이 공용 건식 사료. 초소형~소형, 성년기 대상. 닭고기·대구살·현미 배합. 관절 관리 목적.",1,0,2024-07-03 17:19:33,2024-08-12 05:56:04
168,1,냥푸드,냥푸드 사료 10호,건식,23300,3120,388,4,4,0,1200,"고양이 전용 건식 사료. 대형 전용, 전 연령 대상. 계육분·소고기·참치 배합. 일상 급여 목적.",1,1,2025-04-09 08:24:30,2025-10-01 16:48:54
169,1,네이처독,네이처독 사료 03호,건식,51900,7000,355,1,5,12,1200,"개 전용 건식 사료. 전 체구, 성년기 대상. 닭지방·참치·치즈분말 배합. 관절 관리 목적.",1,1,2023-05-11 02:37:48,2024-04-19 01:02:47
170,3,캣테이블,캣테이블 덴탈껌 05호,동결건조,4100,60,415,1,5,84,1200,"고양이 전용 동결건조 덴탈껌. 전 체구, 노령기 대상. 연어·새우·탈지분유 배합. 치아/신장 관리 목적.",1,1,2024-12-04 21:18:00,2025-02-27 02:34:35
171,1,네이처독,네이처독 사료 04호,건식,46800,6100,349,1,5,0,12,"개 전용 건식 사료. 전 체구, 유아기 대상. 우육분·백미 배합. 일상 급여 목적.",0,1,2025-01-05 20:33:41,2025-07-16 07:26:09
172,4,냥푸드,냥푸드 트릿 05호,동결건조,33100,250,487,1,5,0,12,"고양이 전용 동결건조 트릿. 전 체구, 유아기 대상. 양고기·가금부산물분·게살 배합. 관절 관리 목적.",1,1,2023-08-01 10:09:22,2025-09-16 01:01:33
173,1,스노우독,스노우독 사료 10호,건식,71700,14730,428,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 새우·탈지분유·감자전분 배합. 신장 관리 목적.",1,0,2023-01-29 11:36:11,2023-11-11 19:53:17
174,4,캣테이블,캣테이블 트릿 02호,동결건조,20400,150,423,1,2,0,12,"고양이 전용 동결건조 트릿. 초소형~소형, 유아기 대상. 닭가슴살·새우·탈지분유 배합. 관절/다이어트 관리 목적.",1,1,2025-10-16 12:08:34,2026-02-02 23:14:39
175,4,펫키친,펫키친 트릿 03호,건식,13300,280,407,1,5,84,1200,"개·고양이 공용 건식 트릿. 전 체구, 노령기 대상. 소고기·대구살·새우 배합. 다이어트 관리 목적.",1,1,2023-01-22 11:30:49,2023-10-03 06:53:36
176,3,캣테이블,캣테이블 덴탈껌 06호,건식,5200,140,357,1,5,0,1200,"고양이 전용 건식 덴탈껌. 전 체구, 전 연령 대상. 오리고기·글루코사민·유산균 배합. 다이어트/치아 관리 목적.",1,1,2025-12-12 19:59:55,2026-02-21 21:05:55
177,2,헬시포,헬시포 간식 02호,습식,3900,80,93,1,5,0,1200,"개·고양이 공용 습식 간식. 전 체구, 전 연령 대상. 닭고기·계육분·타우린 배합. 관절/다이어트 관리 목적.",1,1,2024-07-22 17:42:55,2024-09-07 01:39:45
178,1,펫키친,펫키친 사료 10호,건식,34800,4020,403,1,5,0,1200,"개 전용 건식 사료. 전 체구, 전 연령 대상. 오리안심·대두박·스피루리나 배합. 피부 관리 목적.",1,1,2026-01-11 02:29:27,2026-03-23 13:35:15
179,1,스노우독,스노우독 사료 11호,습식,1200,100,103,1,2,0,1200,"개 전용 습식 사료. 초소형~소형, 전 연령 대상. 칠면조고기·탈지분유·밀 배합. 일상 급여 목적.",1,1,2023-06-04 17:51:34,2023-07-20 16:49:42
180,1,멍푸드,멍푸드 사료 09호,건식,63700,9310,358,2,2,0,12,"개 전용 건식 사료. 소형 전용, 유아기 대상. 연어·밀·병아리콩 배합. 관절/다이어트 관리 목적.",0,1,2024-08-04 13:29:45,2025-06-15 10:44:17
181,1,네이처독,네이처독 사료 05호,습식,6900,600,104,4,5,0,12,"개 전용 습식 사료. 대형~초대형, 유아기 대상. 계육분·우육분·새우 배합. 일상 급여 목적.",0,1,2025-07-09 11:04:59,2025-09-10 08:05:37
182,5,바크앤조이,바크앤조이 수제간식 02호,건식,4900,130,423,1,2,84,1200,"개 전용 건식 수제간식. 초소형~소형, 노령기 대상. 우육분·어분·소르빈산칼륨 배합. 피부 관리 목적.",1,1,2024-03-24 23:38:18,2024-03-28 19:01:41
183,1,와일드포,와일드포 사료 09호,습식,32100,1750,74,1,2,0,12,"개 전용 습식 사료. 초소형~소형, 유아기 대상. 닭고기·우육분·참치 배합. 피부 관리 목적.",0,1,2023-01-21 03:58:46,2024-09-26 06:55:31
184,4,냥푸드,냥푸드 트릿 06호,동결건조,25700,190,403,1,5,12,1200,"고양이 전용 동결건조 트릿. 전 체구, 성년기 대상. 유산균·동물성유지·밀웜분말 배합. 피부/소화 관리 목적.",1,0,2023-10-09 11:27:58,2024-02-17 13:00:02
185,1,스노우독,스노우독 사료 12호,건식,79100,8950,426,4,5,84,1200,"개 전용 건식 사료. 대형~초대형, 노령기 대상. 소고기·밀·보리 배합. 일상 급여 목적.",1,1,2024-04-27 11:54:29,2025-08-04 07:58:01
186,1,퍼피랩,퍼피랩 사료 06호,건식,27900,2790,383,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 홍합추출물·옥수수전분·완두단백 배합. 일상 급여 목적.",1,1,2025-05-06 22:52:31,2026-03-08 10:27:22
187,1,도그밀,도그밀 사료 05호,건식,32400,3470,338,4,5,0,1200,"개 전용 건식 사료. 대형~초대형, 전 연령 대상. 오리고기·연어오일·참치 배합. 일상 급여 목적.",1,1,2025-04-12 14:08:13,2026-03-29 06:07:22
188,1,멍푸드,멍푸드 사료 10호,생식,43300,1190,154,4,5,12,1200,"개·고양이 공용 생식 사료. 대형~초대형, 성년기 대상. 오리고기·난황분말·완두단백 배합. 피부 관리 목적.",1,1,2025-12-03 14:58:37,2026-07-27 10:56:02
189,1,헬시포,헬시포 사료 11호,건식,113400,12590,407,4,5,84,1200,"개 전용 건식 사료. 대형~초대형, 노령기 대상. 오리안심·양고기·요거트분말 배합. 일상 급여 목적.",1,1,2023-06-03 11:11:37,2024-07-29 21:18:25
190,3,바크앤조이,바크앤조이 덴탈껌 02호,공용,9200,320,379,1,5,0,1200,"개 전용 공용 덴탈껌. 전 체구, 전 연령 대상. 대구살·요거트분말·어분 배합. 다이어트/피부/치아 관리 목적.",1,1,2024-07-30 17:52:46,2026-05-23 12:22:07
191,1,펫키친,펫키친 사료 11호,건식,81700,13220,402,1,2,84,1200,"개 전용 건식 사료. 초소형~소형, 노령기 대상. 보리·옥수수·완두단백 배합. 관절/피부 관리 목적.",1,1,2023-03-07 14:34:16,2024-05-28 13:20:32
192,3,도그밀,도그밀 덴탈껌 01호,건식,4500,130,363,1,2,84,1200,"개 전용 건식 덴탈껌. 초소형~소형, 노령기 대상. 닭고기·양고기·연어 배합. 치아 관리 목적.",1,1,2025-10-17 18:16:10,2025-12-28 19:52:12
193,3,냥푸드,냥푸드 덴탈껌 08호,건식,18700,380,363,4,5,0,1200,"고양이 전용 건식 덴탈껌. 대형~초대형, 전 연령 대상. 닭지방·소고기·비트펄프 배합. 관절/치아 관리 목적.",1,1,2023-08-28 18:55:03,2025-04-06 04:52:58
194,1,네이처독,네이처독 사료 06호,동결건조,111100,1050,448,1,5,0,1200,"개 전용 동결건조 사료. 전 체구, 전 연령 대상. 오리고기·치즈분말·완두단백 배합. 관절 관리 목적.",0,1,2026-04-25 01:12:48,2026-07-07 18:24:56
195,1,바크앤조이,바크앤조이 사료 10호,건식,69400,7660,367,4,5,0,12,"개 전용 건식 사료. 대형~초대형, 유아기 대상. 양고기·새우·탈지분유 배합. 관절 관리 목적.",1,1,2024-03-26 06:50:11,2025-08-15 05:35:46
196,1,도그밀,도그밀 사료 06호,생식,24800,770,160,1,5,0,1200,"개 전용 생식 사료. 전 체구, 전 연령 대상. 양고기·백미·완두단백 배합. 관절/소화 관리 목적.",1,1,2024-02-05 01:23:44,2025-11-11 03:55:20
197,1,헬시포,헬시포 사료 12호,건식,13600,2770,421,2,2,0,1200,"개 전용 건식 사료. 소형 전용, 전 연령 대상. 닭고기·계육분·현미 배합. 다이어트 관리 목적.",1,1,2025-05-04 12:21:22,2025-09-11 10:41:34
198,1,네이처독,네이처독 사료 07호,습식,12600,1500,106,1,5,84,1200,"개 전용 습식 사료. 전 체구, 노령기 대상. 닭고기·고구마·단호박 배합. 일상 급여 목적.",1,1,2024-04-19 07:22:15,2026-02-26 11:14:01
199,3,캣테이블,캣테이블 덴탈껌 07호,공용,14300,390,345,1,5,12,1200,"고양이 전용 공용 덴탈껌. 전 체구, 성년기 대상. 참치·글루코사민·타우린 배합. 관절/다이어트/치아 관리 목적.",0,1,2026-06-09 14:09:17,2026-08-18 21:29:05
200,4,펫키친,펫키친 트릿 04호,공용,3900,100,382,1,5,0,1200,"개 전용 공용 트릿. 전 체구, 전 연령 대상. 참치·요거트분말·아마씨 배합. 일상 급여 목적.",1,1,2023-08-16 19:24:00,2024-03-13 04:26:10
